gene,mean_score,max_score,n_links,is_deg,is_metabolic,is_trained,category
GPR171,-0.236814285714286,0.4728,28,FALSE,FALSE,FALSE,Background
GPR171_distal;MED12L_distal,0.24465,0.2949,4,FALSE,FALSE,FALSE,Background
P2RY14,0.353628571428571,0.6727,7,FALSE,FALSE,FALSE,Background
CLRN1-AS1,0.1489,0.1489,1,FALSE,FALSE,FALSE,Background
P2RY13,0.322921875,0.6742,32,TRUE,FALSE,FALSE,Other DEG
MINDY4B_distal;CLRN1-AS1_distal;SIAH2-AS1_distal,0.27255,0.3281,2,FALSE,FALSE,FALSE,Background
SIAH2-AS1_distal;AC020636.1_distal;MINDY4B_distal;CLRN1-AS1_distal,0.2708,0.2708,1,FALSE,FALSE,FALSE,Background
P2RY12,0.230808333333333,0.4435,12,FALSE,FALSE,FALSE,Background
AADACL2-AS1_distal;AADAC_distal,0.2874,0.29,3,FALSE,FALSE,FALSE,Background
AADACL2,0.2247,0.2247,1,FALSE,FALSE,FALSE,Background
MBNL1-AS1,-0.168516666666667,0.2272,6,FALSE,FALSE,FALSE,Background
MBNL1,-0.164021052631579,0.3508,19,FALSE,FALSE,FALSE,Background
SUCNR1,0.1976,0.2521,2,TRUE,FALSE,FALSE,Other DEG
MBNL1;MBNL1-AS1_distal,0.1632,0.2078,2,FALSE,FALSE,FALSE,Background
AC026347.1,-0.01785,0.3166,8,FALSE,FALSE,FALSE,Background
AC108718.1,0.2223,0.2223,1,FALSE,FALSE,FALSE,Background
MBNL1_distal;MBNL1-AS1_distal,0.24344,0.2739,5,FALSE,FALSE,FALSE,Background
AC026347.1_distal;MBNL1_distal,0.2813,0.3268,10,FALSE,FALSE,FALSE,Background
P2RY1,0.214980952380952,0.4266,21,FALSE,FALSE,FALSE,Background
SUCNR1_distal;AADACL2-AS1_distal,0.2382,0.2382,1,FALSE,FALSE,FALSE,Background
RAP2B,0.30815,0.3446,2,FALSE,FALSE,FALSE,Background
MBNL1_distal;AC026347.1_distal,0.2719,0.3037,2,FALSE,FALSE,FALSE,Background
AC092924.1_distal,-0.3476,-0.3476,1,FALSE,FALSE,FALSE,Background
AC117394.2,0.1558,0.1558,1,FALSE,FALSE,FALSE,Background
LINC02006_distal;C3orf79_distal,0.1873,0.1873,1,FALSE,FALSE,FALSE,Background
AC073359.1_distal,0.278425,0.3218,4,FALSE,FALSE,FALSE,Background
MME,0.3616,0.3616,1,FALSE,FALSE,FALSE,Background
PLCH1_distal,0.13758,0.2522,5,FALSE,FALSE,FALSE,Background
GMPS_distal;AC104472.4_distal,-0.01829,0.393,10,FALSE,FALSE,FALSE,Background
SLC33A1_distal,0.163971428571429,0.259,7,FALSE,FALSE,FALSE,Background
GMPS,0.129466666666667,0.3254,3,TRUE,FALSE,FALSE,Other DEG
SSR3,0.0187714285714286,0.2818,7,TRUE,FALSE,FALSE,Other DEG
PLCH1_distal;AC104472.1_distal,0.1992,0.1992,1,FALSE,FALSE,FALSE,Background
KCNAB1_distal;KCNAB1-AS1_distal;AC091607.2_distal,0.231033333333333,0.254,3,FALSE,FALSE,FALSE,Background
C3orf33,-0.1845,-0.1845,1,FALSE,FALSE,FALSE,Background
TIPARP,0.106811764705882,0.48,17,FALSE,FALSE,FALSE,Background
LINC00886,0.0592333333333333,0.2256,3,FALSE,FALSE,FALSE,Background
TIPARP-AS1;TIPARP,0.28145,0.2897,2,FALSE,FALSE,FALSE,Background
LEKR1_distal,0.3664,0.3922,2,FALSE,FALSE,FALSE,Background
AC091607.2_distal;KCNAB1_distal,0.2865,0.3074,3,FALSE,FALSE,FALSE,Background
LINC00880,0.2277,0.2403,2,FALSE,FALSE,FALSE,Background
LINC00880_distal;LINC02029,0.2565,0.2565,1,FALSE,FALSE,FALSE,Background
CCNL1,0.408136363636364,0.694,11,TRUE,FALSE,FALSE,Other DEG
AC092944.1_distal,0.321171428571429,0.3671,7,FALSE,FALSE,FALSE,Background
KCNAB1_distal;AC091607.2_distal;KCNAB1-AS1_distal,0.1521,0.1521,1,FALSE,FALSE,FALSE,Background
PTX3,0.24165,0.2776,2,FALSE,FALSE,FALSE,Background
VEPH1_distal,0.308,0.4268,4,FALSE,FALSE,FALSE,Background
AC092944.3,0.1184,0.1184,1,FALSE,FALSE,FALSE,Background
AC084212.1_distal,0.33,0.33,1,FALSE,FALSE,FALSE,Background
RSRC1,0.241066666666667,0.2557,3,TRUE,FALSE,FALSE,Other DEG
MFSD1,0.458683333333333,0.5904,6,TRUE,FALSE,FALSE,Other DEG
MFSD1;AC080013.5,0.397166666666667,0.4498,3,FALSE,FALSE,FALSE,Background
MFSD1_distal,0.3336,0.4112,6,FALSE,FALSE,FALSE,Background
IQCJ-SCHIP1_distal;IQCJ_distal,0.258666666666667,0.266,3,FALSE,FALSE,FALSE,Background
IQCJ-SCHIP1-AS1,0.2855,0.4155,4,FALSE,FALSE,FALSE,Background
IL12A-AS1_distal;IL12A,0.3172,0.3172,1,FALSE,FALSE,FALSE,Background
SCHIP1,0.2267,0.2267,1,FALSE,FALSE,FALSE,Background
IFT80,-0.187608333333333,0.3527,12,FALSE,FALSE,FALSE,Background
KPNA4,0.211055555555556,0.4274,9,TRUE,FALSE,FALSE,Other DEG
LINC01100_distal;IL12A-AS1_distal,0.1977,0.1977,1,FALSE,FALSE,FALSE,Background
IFT80;SMC4,-0.273866666666667,-0.2278,3,FALSE,FALSE,FALSE,Background
SMC4,0.0134,0.2183,2,FALSE,FALSE,FALSE,Background
PPM1L,0.2756,0.6315,11,FALSE,FALSE,FALSE,Background
PPM1L_distal,0.233,0.5774,36,FALSE,FALSE,FALSE,Background
LINC01100,0.1757,0.1757,1,FALSE,FALSE,FALSE,Background
PPM1L_distal;B3GALNT1_distal,0.173881081081081,0.6095,37,FALSE,FALSE,FALSE,Background
B3GALNT1_distal;PPM1L_distal,0.2851,0.3275,2,FALSE,FALSE,FALSE,Background
B3GALNT1_distal,0.09952,0.3744,5,FALSE,FALSE,FALSE,Background
SPTSSB,0.3275,0.3275,1,FALSE,FALSE,FALSE,Background
SERPINI2,0.228009090909091,0.4225,11,FALSE,FALSE,FALSE,Background
SERPINI1,0.0812,0.357,2,FALSE,FALSE,FALSE,Background
GOLIM4,0.320285714285714,0.5488,7,TRUE,FALSE,FALSE,Other DEG
GOLIM4_distal,0.2361,0.2361,1,FALSE,FALSE,FALSE,Background
MECOM,0.2205,0.3089,3,FALSE,FALSE,FALSE,Background
LINC02082,0.2221,0.2221,1,FALSE,FALSE,FALSE,Background
TERC_distal,0.0114,0.2986,2,FALSE,FALSE,FALSE,Background
SEC62,0.1799,0.4437,10,TRUE,FALSE,FALSE,Other DEG
PHC3,-0.0984333333333333,0.2218,3,FALSE,FALSE,FALSE,Background
SKIL_distal,0.2987,0.3324,2,FALSE,FALSE,FALSE,Background
CLDN11;AC073288.2_distal,0.3391,0.3391,1,FALSE,FALSE,FALSE,Background
SKIL,-0.032,0.5761,9,FALSE,FALSE,FALSE,Background
CLDN11_distal,0.2453,0.2453,1,FALSE,FALSE,FALSE,Background
TNIK,-0.253686538461539,0.7566,52,FALSE,FALSE,FALSE,Background
TNFSF10,0.355204,0.6377,25,FALSE,FALSE,FALSE,Background
LINC02068,0.274666666666667,0.3697,9,FALSE,FALSE,FALSE,Background
NCEH1,0.3214,0.3713,3,FALSE,FALSE,FALSE,Background
AC055714.1,0.1608,0.1608,1,FALSE,FALSE,FALSE,Background
AC108667.2_distal;NCEH1_distal,0.4346,0.4346,1,FALSE,FALSE,FALSE,Background
ECT2_distal,0.2042,0.2042,1,FALSE,FALSE,FALSE,Background
NLGN1,0.2851,0.2921,2,FALSE,FALSE,FALSE,Background
TBL1XR1-AS1_distal,0.212433333333333,0.3427,15,FALSE,FALSE,FALSE,Background
TBL1XR1_distal;TBL1XR1-AS1_distal,0.170341176470588,0.3234,17,FALSE,FALSE,FALSE,Background
TBL1XR1_distal,0.0826882352941177,0.408,51,FALSE,FALSE,FALSE,Background
TBL1XR1,-0.258369565217391,0.341,46,FALSE,FALSE,FALSE,Background
LINC00501_distal,0.198538271604938,0.4613,81,FALSE,FALSE,FALSE,Background
AC117465.1_distal;LINC00501_distal,0.285547619047619,0.4709,21,FALSE,FALSE,FALSE,Background
AC117465.1_distal,0.2144128,0.5676,125,FALSE,FALSE,FALSE,Background
LINC00578_distal,0.244515151515152,0.477,33,FALSE,FALSE,FALSE,Background
LINC00578,-0.3026,-0.3026,1,FALSE,FALSE,FALSE,Background
LINC00578_distal;AC026355.2_distal,0.29445,0.3595,6,FALSE,FALSE,FALSE,Background
LINC02015_distal,0.2765,0.2765,1,FALSE,FALSE,FALSE,Background
AC007953.1_distal,0.3104,0.3667,5,FALSE,FALSE,FALSE,Background
AC007953.2_distal,0.23875,0.2619,4,FALSE,FALSE,FALSE,Background
LINC00578_distal;AC026355.2,0.3366,0.3366,1,FALSE,FALSE,FALSE,Background
ZMAT3_distal;KCNMB2-AS1_distal,0.3767,0.4934,6,FALSE,FALSE,FALSE,Background
AC110992.1_distal,0.37695,0.4118,2,FALSE,FALSE,FALSE,Background
PIK3CA,-0.0374,0.289,5,FALSE,FALSE,FALSE,Background
AC076966.2_distal,0.1884,0.1884,1,FALSE,FALSE,FALSE,Background
KCNMB2-AS1,0.22,0.22,1,FALSE,FALSE,FALSE,Background
MFN1,0.5458,0.5458,1,FALSE,FALSE,FALSE,Background
AC007620.2,0.2366,0.2366,1,FALSE,FALSE,FALSE,Background
NDUFB5,0.245,0.245,1,TRUE,FALSE,FALSE,Other DEG
ACTL6A,0.2383,0.2383,1,TRUE,FALSE,FALSE,Other DEG
AC076966.2_distal;ZMAT3_distal,0.1948,0.1948,1,FALSE,FALSE,FALSE,Background
NDUFB5_distal,0.2526,0.2717,2,FALSE,FALSE,FALSE,Background
DNAJC19,0.2488,0.2488,1,TRUE,FALSE,FALSE,Other DEG
ATP11B,0.146133333333333,0.3055,12,FALSE,FALSE,FALSE,Background
LINC01995,0.208,0.208,1,FALSE,FALSE,FALSE,Background
LINC02031_distal,0.0926166666666667,0.3574,6,FALSE,FALSE,FALSE,Background
AC069431.1_distal,0.271133333333333,0.2848,3,FALSE,FALSE,FALSE,Background
DCUN1D1_distal,0.263518181818182,0.3088,11,FALSE,FALSE,FALSE,Background
MCCC1_distal;MCCC1-AS1_distal,0.419228571428571,0.5963,7,FALSE,FALSE,FALSE,Background
MCCC1_distal,0.183881818181818,0.4041,22,FALSE,FALSE,FALSE,Background
ATP11B_distal;AC092953.2_distal,-0.228083333333333,0.2562,18,FALSE,FALSE,FALSE,Background
LAMP3_distal;MCCC1_distal,0.2354,0.376,17,FALSE,FALSE,FALSE,Background
DCUN1D1,-0.2223,-0.2223,1,TRUE,FALSE,FALSE,Other DEG
AC069431.1,0.1994,0.1994,1,FALSE,FALSE,FALSE,Background
B3GNT5,0.208535483870968,0.4759,31,FALSE,FALSE,FALSE,Background
B3GNT5_distal;MCF2L2_distal,0.156646341463415,0.62,41,FALSE,FALSE,FALSE,Background
LAMP3_distal,0.2166,0.2166,1,FALSE,FALSE,FALSE,Background
KLHL6-AS1_distal;KLHL6_distal,0.214011111111111,0.2653,9,FALSE,FALSE,FALSE,Background
YEATS2,-0.0483035714285714,0.3174,28,FALSE,FALSE,FALSE,Background
KLHL6,0.2268,0.2268,1,FALSE,FALSE,FALSE,Background
KLHL6_distal,-0.0602866666666667,0.3203,15,FALSE,FALSE,FALSE,Background
MAP6D1_distal;YEATS2-AS1_distal,-0.0936357142857143,0.3148,14,FALSE,FALSE,FALSE,Background
MAP6D1,-0.0169888888888889,0.3276,9,FALSE,FALSE,FALSE,Background
PARL,0.250371428571429,0.282,7,TRUE,FALSE,FALSE,Other DEG
HTR3D,0.185285,0.2908,20,FALSE,FALSE,FALSE,Background
EIF2B5,-0.22793,-0.1975,10,FALSE,FALSE,FALSE,Background
AC131235.3;AC131235.2_distal,0.2016,0.2016,1,FALSE,FALSE,FALSE,Background
ECE2_distal,0.262118181818182,0.3311,11,FALSE,FALSE,FALSE,Background
ABCF3,-0.275083333333333,-0.2272,12,FALSE,FALSE,FALSE,Background
POLR2H,-0.223192857142857,0.2396,14,TRUE,FALSE,FALSE,Other DEG
CHRD_distal;THPO,0.24432,0.2978,15,FALSE,FALSE,FALSE,Background
FAM131A,0.233633333333333,0.3004,12,FALSE,FALSE,FALSE,Background
PSMD2_distal;ECE2_distal,0.1407,0.1407,1,FALSE,FALSE,FALSE,Background
ABCC5,-0.16215,0.2199,6,FALSE,FALSE,FALSE,Background
LINC01840,-0.180053846153846,0.3335,13,FALSE,FALSE,FALSE,Background
ABCC5-AS1_distal;ABCC5_distal,0.2707,0.3222,2,FALSE,FALSE,FALSE,Background
CLCN2;POLR2H,-0.24555,-0.235,2,FALSE,FALSE,FALSE,Background
MAGEF1;AC107294.2,-0.297557142857143,0.2815,21,FALSE,FALSE,FALSE,Background
MAGEF1,-0.262057142857143,-0.2199,14,FALSE,FALSE,FALSE,Background
AC107294.2_distal,0.272384615384615,0.3465,13,FALSE,FALSE,FALSE,Background
LINC02069_distal;AC107294.1_distal,0.28615,0.4195,20,FALSE,FALSE,FALSE,Background
EHHADH-AS1_distal;EHHADH_distal,0.2242,0.3074,2,FALSE,FALSE,FALSE,Background
VPS8,0.299083333333333,0.351,6,FALSE,FALSE,FALSE,Background
TRA2B,0.10671,0.4617,20,FALSE,FALSE,FALSE,Background
IGF2BP2-AS1,0.2856,0.2856,1,FALSE,FALSE,FALSE,Background
LINC02052_distal,0.290383333333333,0.3906,6,FALSE,FALSE,FALSE,Background
LINC02020_distal,0.273881818181818,0.3045,11,FALSE,FALSE,FALSE,Background
EIF4A2,0.124344444444444,0.4846,18,FALSE,FALSE,FALSE,Background
AHSG,0.1861,0.1861,1,FALSE,FALSE,FALSE,Background
ADIPOQ-AS1_distal,0.2683,0.2683,1,FALSE,FALSE,FALSE,Background
AHSG_distal,0.293933333333333,0.3511,3,FALSE,FALSE,FALSE,Background
DNAJB11,-0.2178,-0.2178,1,TRUE,FALSE,FALSE,Other DEG
AC072022.1,0.270752941176471,0.4532,34,FALSE,FALSE,FALSE,Background
BCL6,0.278412068965517,0.7259,58,FALSE,FALSE,FALSE,Background
AC072022.2,0.257115555555556,0.5367,45,FALSE,FALSE,FALSE,Background
AC072022.1_distal;RTP2_distal,0.2521,0.3053,3,FALSE,FALSE,FALSE,Background
AC108681.1,0.238125,0.288,4,FALSE,FALSE,FALSE,Background
BCL6_distal,0.36615,0.3936,2,FALSE,FALSE,FALSE,Background
AC092941.2_distal,-0.155918181818182,0.4497,33,FALSE,FALSE,FALSE,Background
LPP,0.312257575757576,0.4583,33,TRUE,FALSE,FALSE,Other DEG
BCL6;AC072022.2_distal,-0.2219375,0.2329,8,FALSE,FALSE,FALSE,Background
LPP-AS2,0.1827,0.1827,1,FALSE,FALSE,FALSE,Background
LPP_distal;AC022498.1_distal,0.305214285714286,0.3678,7,FALSE,FALSE,FALSE,Background
LPP-AS1_distal;LPP_distal,0.192787209302326,0.5656,86,FALSE,FALSE,FALSE,Background
TPRG1-AS1,0.2476,0.2476,1,FALSE,FALSE,FALSE,Background
LPP_distal;LPP-AS1,0.1947,0.1947,1,FALSE,FALSE,FALSE,Background
TPRG1-AS1_distal;TPRG1_distal,0.38055,0.4129,2,FALSE,FALSE,FALSE,Background
TPRG1-AS2_distal;TPRG1_distal,0.27845,0.2868,2,FALSE,FALSE,FALSE,Background
TPRG1,-0.03205,0.2728,4,FALSE,FALSE,FALSE,Background
TPRG1_distal;TPRG1-AS2_distal,0.112335294117647,0.6269,17,FALSE,FALSE,FALSE,Background
TPRG1-AS2_distal,-0.00191428571428572,0.3912,7,FALSE,FALSE,FALSE,Background
IL1RAP,0.397266666666667,0.6006,9,FALSE,FALSE,FALSE,Background
IL1RAP_distal;AC108747.1_distal,0.32201,0.6137,30,FALSE,FALSE,FALSE,Background
AC108747.1_distal;IL1RAP_distal,0.242733333333333,0.3116,3,FALSE,FALSE,FALSE,Background
GMNC,0.2333,0.2526,2,FALSE,FALSE,FALSE,Background
OSTN-AS1,0.1898,0.1898,1,FALSE,FALSE,FALSE,Background
OSTN_distal;UTS2B_distal,0.2385,0.2385,1,FALSE,FALSE,FALSE,Background
CCDC50,0.3188,0.3822,2,TRUE,FALSE,FALSE,Other DEG
AC026320.1_distal,0.3581,0.3581,1,FALSE,FALSE,FALSE,Background
FGF12_distal;MB21D2_distal,0.313975,0.323,4,FALSE,FALSE,FALSE,Background
MB21D2,-0.0843,0.4122,4,FALSE,FALSE,FALSE,Background
AC092966.1,0.1371,0.1426,2,FALSE,FALSE,FALSE,Background
ATP13A4,-0.0876916666666667,0.2734,12,FALSE,FALSE,FALSE,Background
ATP13A4_distal,0.2353,0.2375,2,FALSE,FALSE,FALSE,Background
OPA1,0.1311125,0.2899,8,TRUE,FALSE,FALSE,Other DEG
AC069421.2_distal,0.225,0.2454,4,FALSE,FALSE,FALSE,Background
ATP13A3,0.256130769230769,0.5931,39,FALSE,FALSE,FALSE,Background
TMEM44-AS1,0.244011111111111,0.5594,36,FALSE,FALSE,FALSE,Background
AC106706.1_distal,0.336628571428571,0.5127,7,FALSE,FALSE,FALSE,Background
AC106706.1,0.2523,0.2523,1,FALSE,FALSE,FALSE,Background
LINC02048_distal,0.16445,0.2335,2,FALSE,FALSE,FALSE,Background
LSG1,-0.1732125,0.3017,8,FALSE,FALSE,FALSE,Background
AC090505.2,0.19,0.19,1,FALSE,FALSE,FALSE,Background
LINC00887_distal;AC117469.1,0.3565,0.3565,1,FALSE,FALSE,FALSE,Background
GP5_distal;ATP13A3_distal,-0.2965,-0.2965,1,FALSE,FALSE,FALSE,Background
TMEM44,0.1755,0.1755,1,FALSE,FALSE,FALSE,Background
ATP13A3;LINC00884_distal;AC108676.1_distal,0.2674,0.2674,1,FALSE,FALSE,FALSE,Background
AC106706.1_distal;AC106706.2_distal;LINC01968_distal,0.3685,0.4032,2,FALSE,FALSE,FALSE,Background
ACAP2-IT1,0.19745,0.2033,2,FALSE,FALSE,FALSE,Background
PPP1R2,-0.0867702702702703,0.5584,37,FALSE,FALSE,FALSE,Background
MUC20,0.2066,0.2066,1,FALSE,FALSE,FALSE,Background
MUC4,0.0842,0.0842,1,FALSE,FALSE,FALSE,Background
AC090018.2;XXYLT1_distal,-0.175583333333333,0.2567,6,FALSE,FALSE,FALSE,Background
AC233280.1,-0.14412,0.2322,5,FALSE,FALSE,FALSE,Background
TNK2_distal,-0.2392,-0.2336,2,FALSE,FALSE,FALSE,Background
AC124944.3,0.188,0.2827,9,FALSE,FALSE,FALSE,Background
ZDHHC19,0.262425,0.4711,4,FALSE,FALSE,FALSE,Background
AC069257.1_distal;PCYT1A_distal,0.300566666666667,0.3633,3,FALSE,FALSE,FALSE,Background
TCTEX1D2,-0.1883,0.2876,16,FALSE,FALSE,FALSE,Background
TM4SF19-AS1,0.1999,0.2008,2,FALSE,FALSE,FALSE,Background
UBXN7,0.125657142857143,0.2937,7,FALSE,FALSE,FALSE,Background
TM4SF19_distal;UBXN7_distal,0.19676,0.438,5,FALSE,FALSE,FALSE,Background
TCTEX1D2_distal;PCYT1A_distal,0.495666666666667,0.5157,3,FALSE,FALSE,FALSE,Background
NRROS,0.0905181818181818,0.5651,22,FALSE,FALSE,FALSE,Background
PIGX,0.126628571428571,0.5735,21,FALSE,FALSE,FALSE,Background
PAK2,0.16832,0.4153,15,FALSE,FALSE,FALSE,Background
SENP5_distal;NCBP2-AS1_distal,0.36745,0.4689,6,FALSE,FALSE,FALSE,Background
SENP5,0.155211111111111,0.3068,9,FALSE,FALSE,FALSE,Background
NCBP2,-0.2563,-0.2307,3,TRUE,FALSE,FALSE,Other DEG
NCBP2AS2,-0.185714285714286,0.2609,7,TRUE,FALSE,FALSE,Other DEG
MELTF_distal;MELTF-AS1,0.212,0.212,1,FALSE,FALSE,FALSE,Background
SENP5_distal;PAK2_distal,0.30985,0.372,2,FALSE,FALSE,FALSE,Background
DLG1,-0.159214285714286,0.2657,7,FALSE,FALSE,FALSE,Background
AC128709.1_distal;AC128709.2_distal,0.3579,0.3579,1,FALSE,FALSE,FALSE,Background
SENP5_distal;AC016949.1_distal,0.261066666666667,0.2957,3,FALSE,FALSE,FALSE,Background
AC024560.5;AC024560.1_distal,0.367275,0.4405,4,FALSE,FALSE,FALSE,Background
RUBCN,0.2436,0.2673,2,FALSE,FALSE,FALSE,Background
LRCH3,-0.278566666666667,-0.2302,3,FALSE,FALSE,FALSE,Background
RPL35A,-0.37326,-0.2752,5,TRUE,FALSE,FALSE,Other DEG
IQCG_distal,0.3578,0.3862,2,FALSE,FALSE,FALSE,Background
LMLN_distal,0.2478,0.2585,2,FALSE,FALSE,FALSE,Background
AC055764.2_distal;FYTTD1_distal,0.30515,0.4305,2,FALSE,FALSE,FALSE,Background
AL121981.1_distal,0.2645,0.2645,1,FALSE,FALSE,FALSE,Background
LRCH3_distal,0.2397,0.2397,1,FALSE,FALSE,FALSE,Background
LMLN-AS1_distal,0.288933333333333,0.3291,3,FALSE,FALSE,FALSE,Background
LMLN_distal;AC135893.1_distal,0.4223,0.4223,1,FALSE,FALSE,FALSE,Background
ZNF595,0.173828571428571,0.4126,7,FALSE,FALSE,FALSE,Background
ZNF732,0.425216666666667,0.5384,6,FALSE,FALSE,FALSE,Background
ZNF141,0.032075,0.4608,24,FALSE,FALSE,FALSE,Background
AC092574.2,-0.0515235294117647,0.3499,17,FALSE,FALSE,FALSE,Background
PDE6B,-0.041975,0.3491,16,FALSE,FALSE,FALSE,Background
AC107464.3,-0.0779111111111111,0.276,9,FALSE,FALSE,FALSE,Background
PDE6B_distal,0.1626,0.1641,2,FALSE,FALSE,FALSE,Background
PIGG,-0.0826333333333333,0.2,3,FALSE,FALSE,FALSE,Background
ATP5ME,0.147071428571429,0.2631,7,TRUE,FALSE,FALSE,Other DEG
AC107464.2,0.194933333333333,0.1957,3,FALSE,FALSE,FALSE,Background
AC139887.2,0.0314625,0.3087,16,FALSE,FALSE,FALSE,Background
ZNF595_distal,0.3049,0.3049,1,FALSE,FALSE,FALSE,Background
CPLX1_distal;AC139887.2_distal,0.2375,0.3327,6,FALSE,FALSE,FALSE,Background
GAK,4.0909090909094e-05,0.4204,22,FALSE,FALSE,FALSE,Background
TMEM175_distal,-0.0225951219512195,0.4053,41,FALSE,FALSE,FALSE,Background
PCGF3,0.113557142857143,0.2909,7,FALSE,FALSE,FALSE,Background
AC139887.2_distal;CPLX1_distal,-0.0463733333333333,0.2792,15,FALSE,FALSE,FALSE,Background
CPLX1,0.0562,0.3032,13,FALSE,FALSE,FALSE,Background
GAK;TMEM175,0.2533,0.2571,2,FALSE,FALSE,FALSE,Background
AC079140.6,0.2106,0.2106,1,FALSE,FALSE,FALSE,Background
FGFRL1_distal;AC019103.1_distal,0.227488888888889,0.586,9,FALSE,FALSE,FALSE,Background
DGKQ,0.339977777777778,0.5015,9,FALSE,FALSE,FALSE,Background
ZNF721_distal,0.28045,0.2849,2,FALSE,FALSE,FALSE,Background
SLC26A1_distal;IDUA_distal,-0.1077,0.2981,3,FALSE,FALSE,FALSE,Background
FGFRL1,0.0423526315789474,0.3808,19,FALSE,FALSE,FALSE,Background
RNF212,-0.03072,0.3513,10,FALSE,FALSE,FALSE,Background
SPON2,0.2290125,0.5102,8,FALSE,FALSE,FALSE,Background
CTBP1-DT,-0.08505,0.258,6,FALSE,FALSE,FALSE,Background
CTBP1;CTBP1-DT,0.0179555555555556,0.3579,9,FALSE,FALSE,FALSE,Background
CTBP1-AS,-0.2443,-0.2443,1,FALSE,FALSE,FALSE,Background
MAEA,0.27638,0.3385,5,FALSE,FALSE,FALSE,Background
SLC26A1,0.1749,0.1749,1,FALSE,FALSE,FALSE,Background
RNF212;AC092535.4,0.277066666666667,0.2892,3,FALSE,FALSE,FALSE,Background
AC147067.2_distal,0.255569230769231,0.447,13,FALSE,FALSE,FALSE,Background
AC147067.2,0.25494,0.3002,5,FALSE,FALSE,FALSE,Background
AC147067.1,-0.0189090909090909,0.2591,11,FALSE,FALSE,FALSE,Background
SLBP_distal,-0.138572727272727,0.3152,11,FALSE,FALSE,FALSE,Background
SLBP;AC016773.1,0.00724166666666666,0.3312,12,FALSE,FALSE,FALSE,Background
TMEM129;TACC3,0.0967416666666667,0.3478,12,FALSE,FALSE,FALSE,Background
TACC3,-0.00254999999999999,0.3408,10,FALSE,FALSE,FALSE,Background
FGFR3,0.128253333333333,0.326,15,FALSE,FALSE,FALSE,Background
NSD2_distal,0.229,0.229,1,FALSE,FALSE,FALSE,Background
NAT8L,0.2504,0.3128,3,FALSE,FALSE,FALSE,Background
HAUS3,0.00937500000000002,0.3289,12,FALSE,FALSE,FALSE,Background
POLN;HAUS3,0.2563,0.2563,1,FALSE,FALSE,FALSE,Background
AL158068.2,-0.0198857142857143,0.2976,14,FALSE,FALSE,FALSE,Background
MXD4,0.196185714285714,0.3185,7,FALSE,FALSE,FALSE,Background
ADD1,-0.0312888888888889,0.4742,27,TRUE,FALSE,FALSE,Other DEG
MFSD10,0.0212666666666667,0.3291,9,TRUE,FALSE,FALSE,Other DEG
NOP14,-0.186655555555556,0.4011,18,FALSE,FALSE,FALSE,Background
MFSD10_distal,0.267533333333333,0.3119,3,FALSE,FALSE,FALSE,Background
GRK4;NOP14,-0.22641052631579,0.4182,19,FALSE,FALSE,FALSE,Background
GRK4_distal,0.2589,0.2589,1,FALSE,FALSE,FALSE,Background
NOP14-AS1_distal;NOP14_distal,-0.0328090909090909,0.4045,11,FALSE,FALSE,FALSE,Background
HTT;HTT-AS,-0.247821428571429,0.2985,14,FALSE,FALSE,FALSE,Background
NOP14-AS1,-0.108,0.2339,4,FALSE,FALSE,FALSE,Background
DOK7,0.56275,0.7858,6,FALSE,FALSE,FALSE,Background
TMEM128_distal,0.3189,0.3189,1,FALSE,FALSE,FALSE,Background
TMEM128,0.2617,0.2703,2,TRUE,FALSE,FALSE,Other DEG
LYAR,0.08658,0.2897,5,TRUE,FALSE,FALSE,Other DEG
STX18-IT1_distal;STX18_distal,0.0714,0.3248,2,FALSE,FALSE,FALSE,Background
ZBTB49,0.21,0.21,1,FALSE,FALSE,FALSE,Background
STX18-AS1,-0.282225,0.1979,8,FALSE,FALSE,FALSE,Background
MSX1_distal,0.4012,0.4012,1,FALSE,FALSE,FALSE,Background
MSX1,0.3351,0.3351,1,FALSE,FALSE,FALSE,Background
STX18,0.2596,0.2772,2,TRUE,FALSE,FALSE,Other DEG
LINC01396,0.3966,0.3966,1,FALSE,FALSE,FALSE,Background
C4orf50,0.34394375,0.4544,16,FALSE,FALSE,FALSE,Background
JAKMIP1,0.275866666666667,0.5801,24,FALSE,FALSE,FALSE,Background
AC113615.2,0.2668875,0.3191,8,FALSE,FALSE,FALSE,Background
LINC01587_distal,-0.2252,-0.1889,2,FALSE,FALSE,FALSE,Background
WFS1_distal,0.06018125,0.3042,16,FALSE,FALSE,FALSE,Background
LINC02482,-0.0590153846153846,0.2501,13,FALSE,FALSE,FALSE,Background
AC093323.1,-0.125046153846154,0.4024,39,FALSE,FALSE,FALSE,Background
PPP2R2C,0.1414,0.1414,1,FALSE,FALSE,FALSE,Background
TBC1D14_distal;AC097382.3_distal,0.0361555555555556,0.3814,9,FALSE,FALSE,FALSE,Background
TBC1D14;AC097382.3,-0.185728571428571,0.2993,14,FALSE,FALSE,FALSE,Background
SORCS2,0.31444,0.419,10,FALSE,FALSE,FALSE,Background
TADA2B;CCDC96;AC097382.2_distal,0.24466,0.2892,5,FALSE,FALSE,FALSE,Background
GRPEL1_distal;TADA2B_distal,0.12838,0.3738,10,FALSE,FALSE,FALSE,Background
PSAPL1_distal;SORCS2_distal,0.285644444444444,0.4904,9,FALSE,FALSE,FALSE,Background
