gene,mean_score,max_score,n_links,is_deg,is_metabolic,is_trained,category
ACOT11,0.15424375,0.3448,16,FALSE,FALSE,FALSE,Background
AL035415.1_distal,0.0254904761904762,0.3993,21,FALSE,FALSE,FALSE,Background
AC099796.2_distal,0.16093137254902,0.5154,51,FALSE,FALSE,FALSE,Background
MROH7_distal,0.350044444444444,0.4904,9,FALSE,FALSE,FALSE,Background
TTC22_distal,0.27765,0.381,6,FALSE,FALSE,FALSE,Background
TTC22,0.008264,0.4033,25,FALSE,FALSE,FALSE,Background
LEXM_distal,0.365944444444444,0.7111,9,FALSE,FALSE,FALSE,Background
AL590440.2_distal,0.14469696969697,0.5303,33,FALSE,FALSE,FALSE,Background
USP24_distal,0.23577,0.6428,10,FALSE,FALSE,FALSE,Background
MIR4422HG_distal,0.1994,0.453,5,FALSE,FALSE,FALSE,Background
LINC01767_distal,0.2638,0.5272,53,FALSE,FALSE,FALSE,Background
PLPP3_distal,0.21153023255814,0.5762,43,FALSE,FALSE,FALSE,Background
PLPP3_distal;LINC01767_distal,0.215928571428571,0.3881,7,FALSE,FALSE,FALSE,Background
DAB1_distal,0.2715,0.2715,1,FALSE,FALSE,FALSE,Background
C8B_distal;AL161740.1_distal,0.4677,0.4677,1,FALSE,FALSE,FALSE,Background
TACSTD2,0.245691891891892,0.5189,37,FALSE,FALSE,FALSE,Background
TACSTD2_distal,0.211274452554745,0.6887,137,FALSE,FALSE,FALSE,Background
AL136985.3_distal,0.223254901960784,0.5437,51,FALSE,FALSE,FALSE,Background
MYSM1_distal,0.220517647058824,0.3991,17,FALSE,FALSE,FALSE,Background
OMA1_distal;AL035411.3_distal,0.21835,0.3766,16,FALSE,FALSE,FALSE,Background
AL136985.2;LINC01135_distal,-0.2068,0.1551,10,FALSE,FALSE,FALSE,Background
AL136985.1_distal;LINC01135_distal,-0.0390190476190476,0.4805,21,FALSE,FALSE,FALSE,Background
AL136985.2_distal;LINC01135_distal,0.44259,0.5786,10,FALSE,FALSE,FALSE,Background
LINC02777_distal;LINC01135_distal,0.229955963302752,0.6801,109,FALSE,FALSE,FALSE,Background
LINC01358_distal,0.0822408450704225,0.4891,142,FALSE,FALSE,FALSE,Background
AC093425.1_distal;AC093424.1_distal,0.293181481481482,0.6143,27,FALSE,FALSE,FALSE,Background
LINC01358_distal;AL592431.2_distal,-0.03465,0.1945,2,FALSE,FALSE,FALSE,Background
LINC01135_distal;LINC02777_distal,0.11107027027027,0.3835,37,FALSE,FALSE,FALSE,Background
LINC02777,0.253643333333333,0.5565,30,FALSE,FALSE,FALSE,Background
LINC01358,0.205558823529412,0.4,17,FALSE,FALSE,FALSE,Background
AL592431.1_distal;LINC01358_distal,0.219796551724138,0.4024,29,FALSE,FALSE,FALSE,Background
AC093424.1_distal;AC093425.1_distal,0.202883333333333,0.3423,6,FALSE,FALSE,FALSE,Background
FGGY;AC093425.1,0.148518181818182,0.3224,11,FALSE,FALSE,FALSE,Background
FGGY_distal,0.211718103448276,0.5778,116,FALSE,FALSE,FALSE,Background
AL035416.1_distal;FGGY_distal,0.150030303030303,0.5527,33,FALSE,FALSE,FALSE,Background
FGGY_distal;AL035416.1_distal,-0.0105882352941176,0.328,17,FALSE,FALSE,FALSE,Background
HOOK1,0.276216666666667,0.6424,6,FALSE,FALSE,FALSE,Background
LINC01748_distal,0.182544444444444,0.3148,9,FALSE,FALSE,FALSE,Background
NFIA_distal,0.049227027027027,0.4938,37,FALSE,FALSE,FALSE,Background
NFIA_distal;AC099792.1_distal,0.103117647058823,0.3362,17,FALSE,FALSE,FALSE,Background
NFIA_distal;NFIA-AS2_distal,0.052725,0.3319,24,FALSE,FALSE,FALSE,Background
NFIA-AS2_distal;NFIA_distal,-0.0371230769230769,0.3204,13,FALSE,FALSE,FALSE,Background
NFIA,0.100989473684211,0.4396,19,FALSE,FALSE,FALSE,Background
NFIA-AS1_distal;NFIA_distal,-0.23285,-0.2266,2,FALSE,FALSE,FALSE,Background
NFIA-AS1;NFIA_distal,-0.0312333333333333,0.2874,6,FALSE,FALSE,FALSE,Background
NFIA_distal;NFIA-AS1_distal,-0.19335,0.2181,4,FALSE,FALSE,FALSE,Background
NFIA_distal;AC099791.3_distal,-0.0595272727272727,0.3843,11,FALSE,FALSE,FALSE,Background
AC099791.3_distal,-0.1605,0.1957,4,FALSE,FALSE,FALSE,Background
TM2D1_distal,-0.0874,0.3568,5,FALSE,FALSE,FALSE,Background
PATJ_distal,0.101046666666667,0.6765,15,FALSE,FALSE,FALSE,Background
PATJ;AC099791.2,-0.0676615384615385,0.7043,13,FALSE,FALSE,FALSE,Background
KANK4_distal,0.129731578947368,0.3498,19,FALSE,FALSE,FALSE,Background
AC103923.1_distal,0.0648916666666667,0.3121,12,FALSE,FALSE,FALSE,Background
ATG4C_distal,0.0854033333333334,0.4304,30,FALSE,FALSE,FALSE,Background
FOXD3;FOXD3-AS1,0.0133,0.4154,6,FALSE,FALSE,FALSE,Background
ITGB3BP_distal;BX004807.1_distal,-0.11621,0.4233,10,FALSE,FALSE,FALSE,Background
ATG4C,0.1722,0.3703,11,FALSE,FALSE,FALSE,Background
FOXD3-AS1_distal,0.0508,0.3007,5,FALSE,FALSE,FALSE,Background
PGM1,-0.02485,0.3124,12,TRUE,FALSE,FALSE,Other DEG
ROR1,0.43405,0.5524,6,FALSE,FALSE,FALSE,Background
ROR1_distal,0.255025,0.705,16,FALSE,FALSE,FALSE,Background
PGM1_distal,0.239117647058824,0.4414,17,FALSE,FALSE,FALSE,Background
UBE2U_distal,0.177670833333333,0.3903,24,FALSE,FALSE,FALSE,Background
CACHD1,0.205329824561404,0.6831,57,FALSE,FALSE,FALSE,Background
CACHD1_distal,0.166672566371681,0.6221,113,FALSE,FALSE,FALSE,Background
CACHD1_distal;RAVER2_distal,0.154768421052632,0.4731,19,FALSE,FALSE,FALSE,Background
RAVER2,-0.0915727272727273,0.3919,11,FALSE,FALSE,FALSE,Background
RAVER2_distal,0.16252,0.3409,5,FALSE,FALSE,FALSE,Background
JAK1_distal,0.132008074534161,0.6604,161,FALSE,FALSE,FALSE,Background
JAK1,-0.244802857142857,0.3145,35,FALSE,FALSE,FALSE,Background
JAK1_distal;LINC01359_distal,0.2328125,0.4884,24,FALSE,FALSE,FALSE,Background
DNAJC6_distal,-0.0145380952380952,0.4258,21,FALSE,FALSE,FALSE,Background
AK4_distal,0.250871698113208,0.5299,53,FALSE,FALSE,FALSE,Background
PDE4B_distal,0.0761714975845412,0.6595,414,FALSE,FALSE,FALSE,Background
SGIP1,0.166466666666667,0.1873,3,FALSE,FALSE,FALSE,Background
TCTEX1D1_distal,-0.0320857142857143,0.3235,7,FALSE,FALSE,FALSE,Background
SGIP1_distal,-0.0155636363636364,0.352,11,FALSE,FALSE,FALSE,Background
SGIP1_distal;TCTEX1D1_distal,-0.0857461538461539,0.3116,13,FALSE,FALSE,FALSE,Background
IL23R;C1orf141_distal,0.339966666666667,0.4998,6,FALSE,FALSE,FALSE,Background
IL23R_distal;C1orf141_distal,0.30245,0.674,56,FALSE,FALSE,FALSE,Background
PDE4B,0.131042372881356,0.5329,59,FALSE,FALSE,FALSE,Background
IL12RB2_distal,0.304490625,0.4823,32,FALSE,FALSE,FALSE,Background
TCTEX1D1,-0.105883333333333,0.2433,6,FALSE,FALSE,FALSE,Background
SLC35D1,0.119171428571429,0.3751,7,FALSE,FALSE,FALSE,Background
IL12RB2,0.319094736842105,0.5762,19,FALSE,FALSE,FALSE,Background
SERBP1_distal,0.14576,0.3726,10,FALSE,FALSE,FALSE,Background
SERBP1,-0.21975,0.3633,26,TRUE,FALSE,FALSE,Other DEG
LINC01702_distal,0.2723125,0.3347,8,FALSE,FALSE,FALSE,Background
GADD45A_distal,-0.101333333333333,0.2992,12,FALSE,FALSE,FALSE,Background
WLS_distal,0.26995,0.3911,16,FALSE,FALSE,FALSE,Background
LRRC7,0.2094,0.4523,4,FALSE,FALSE,FALSE,Background
AL117353.1_distal;LRRC7_distal,0.2099,0.5265,3,FALSE,FALSE,FALSE,Background
AL158840.1_distal;LRRC7_distal,-0.19208,0.2984,5,FALSE,FALSE,FALSE,Background
ANKRD13C;HHLA3,0.18218,0.3919,5,FALSE,FALSE,FALSE,Background
AL353771.1;SRSF11_distal,0.147466666666667,0.3655,3,FALSE,FALSE,FALSE,Background
AL513285.1_distal,-0.2582,-0.2582,1,FALSE,FALSE,FALSE,Background
PTGER3_distal;AL031429.2_distal,-0.292133333333333,-0.2553,3,FALSE,FALSE,FALSE,Background
NEGR1_distal;ZRANB2-AS2_distal,0.2686,0.3519,5,FALSE,FALSE,FALSE,Background
NEGR1_distal,0.21925,0.2315,2,FALSE,FALSE,FALSE,Background
NEGR1;AL513166.1,0.29175,0.3596,6,FALSE,FALSE,FALSE,Background
SLC44A5_distal,0.349,0.5031,4,FALSE,FALSE,FALSE,Background
ACADM_distal,0.038875,0.5146,4,FALSE,FALSE,FALSE,Background
ST6GALNAC3_distal,0.244410714285714,0.4708,28,FALSE,FALSE,FALSE,Background
ST6GALNAC5_distal,0.181483333333333,0.3123,6,FALSE,FALSE,FALSE,Background
PIGK,-0.0127842105263158,0.4509,19,TRUE,FALSE,FALSE,Other DEG
ST6GALNAC3_distal;AC104458.1_distal,0.18485,0.1997,2,FALSE,FALSE,FALSE,Background
AK5_distal,0.254082352941176,0.4463,17,FALSE,FALSE,FALSE,Background
AK5,0.0963703703703704,0.6772,27,FALSE,FALSE,FALSE,Background
AK5_distal;AC095030.1_distal,0.150908333333333,0.4035,12,FALSE,FALSE,FALSE,Background
AK5_distal;AC093575.1_distal,0.11496,0.5209,45,FALSE,FALSE,FALSE,Background
AC118549.1,-0.0467571428571429,0.266,7,FALSE,FALSE,FALSE,Background
ST6GALNAC5_distal;AL035409.1_distal,0.23405,0.2505,2,FALSE,FALSE,FALSE,Background
USP33,-0.345075,-0.2448,4,FALSE,FALSE,FALSE,Background
MIGA1,-0.2729,-0.2432,4,FALSE,FALSE,FALSE,Background
MIGA1_distal,0.377833333333333,0.4015,3,FALSE,FALSE,FALSE,Background
NEXN_distal;NEXN-AS1_distal,0.30562,0.3562,5,FALSE,FALSE,FALSE,Background
_intergenic,0.243414336462827,0.8231,3941,FALSE,FALSE,FALSE,Background
AL157944.1_distal,0.0529,0.2963,2,FALSE,FALSE,FALSE,Background
LINC01712_distal,0.0786615384615385,0.4665,13,FALSE,FALSE,FALSE,Background
LINC01725_distal;AL035706.1_distal,0.115187878787879,0.6386,33,FALSE,FALSE,FALSE,Background
LINC01725,0.0728083333333334,0.393,12,FALSE,FALSE,FALSE,Background
PRKACB;AL359504.2,-0.0109444444444445,0.6379,27,FALSE,FALSE,FALSE,Background
DNASE2B_distal,0.0865594202898551,0.4581,69,FALSE,FALSE,FALSE,Background
AL844170.1_distal,0.0851724137931035,0.4936,29,FALSE,FALSE,FALSE,Background
CTBS_distal;AL359762.1,0.00935,0.3548,8,FALSE,FALSE,FALSE,Background
PRKACB_distal,0.107523076923077,0.3113,13,FALSE,FALSE,FALSE,Background
AL844170.1_distal;RPF1,0.0701785714285715,0.4372,14,FALSE,FALSE,FALSE,Background
SPATA1;GNG5,0.30975,0.3356,2,FALSE,FALSE,FALSE,Background
SSX2IP,0.0695,0.4312,17,FALSE,FALSE,FALSE,Background
MCOLN2_distal,0.33082,0.4077,5,FALSE,FALSE,FALSE,Background
LPAR3_distal,0.0612,0.5834,32,FALSE,FALSE,FALSE,Background
MCOLN2,0.1866125,0.499,16,FALSE,FALSE,FALSE,Background
SAMD13,0.12135,0.2689,4,FALSE,FALSE,FALSE,Background
AL359762.2_distal,0.2615,0.4353,7,FALSE,FALSE,FALSE,Background
AC104169.1_distal,0.175885714285714,0.4427,7,FALSE,FALSE,FALSE,Background
WDR63_distal,0.296166666666667,0.3702,3,FALSE,FALSE,FALSE,Background
SYDE2_distal,0.33285,0.4156,2,FALSE,FALSE,FALSE,Background
WDR63_distal;MCOLN3_distal,-0.0310666666666666,0.4575,3,FALSE,FALSE,FALSE,Background
SYDE2,-0.165307142857143,0.5486,14,FALSE,FALSE,FALSE,Background
AL359762.1_distal;CTBS_distal,0.27674,0.4972,5,FALSE,FALSE,FALSE,Background
AL078459.1_distal,0.0395916666666667,0.6251,12,FALSE,FALSE,FALSE,Background
DDAH1_distal;AL078459.1_distal,0.316933333333333,0.3945,3,FALSE,FALSE,FALSE,Background
DDAH1,0.225083333333333,0.4024,6,FALSE,FALSE,FALSE,Background
WDR63_distal;MCOLN3,0.00770000000000001,0.3269,4,FALSE,FALSE,FALSE,Background
AL078459.1_distal;DDAH1_distal,0.402533333333333,0.5839,3,FALSE,FALSE,FALSE,Background
CCN1_distal,0.2979,0.2979,1,FALSE,FALSE,FALSE,Background
ZNHIT6,-0.155955555555556,0.386,18,FALSE,FALSE,FALSE,Background
COL24A1_distal,0.123008620689655,0.642,58,FALSE,FALSE,FALSE,Background
COL24A1,0.0713157894736842,0.4766,19,FALSE,FALSE,FALSE,Background
LINC02795_distal,0.120363333333333,0.5292,30,FALSE,FALSE,FALSE,Background
ODF2L_distal,0.0285291666666667,0.3632,24,FALSE,FALSE,FALSE,Background
ODF2L,-0.171238235294118,0.4161,34,FALSE,FALSE,FALSE,Background
CLCA2_distal,0.182868,0.579,25,FALSE,FALSE,FALSE,Background
CLCA1_distal,-0.08405,0.3502,6,FALSE,FALSE,FALSE,Background
AL049597.2;SH3GLB1,-0.170341666666667,0.3049,12,FALSE,FALSE,FALSE,Background
AL355981.1_distal,0.172546875,0.6751,64,FALSE,FALSE,FALSE,Background
AL355981.1_distal;SELENOF_distal,0.360466666666667,0.5897,6,FALSE,FALSE,FALSE,Background
LINC02801_distal,0.287976923076923,0.3327,13,FALSE,FALSE,FALSE,Background
CLCA4-AS1_distal;CLCA4_distal,0.19405,0.5034,8,FALSE,FALSE,FALSE,Background
HS2ST1_distal;LINC01140_distal,-0.233620689655172,0.5785,29,FALSE,FALSE,FALSE,Background
LINC01140,0.2353,0.2545,6,FALSE,FALSE,FALSE,Background
LINC01140_distal,0.244323076923077,0.4223,26,FALSE,FALSE,FALSE,Background
PKN2-AS1_distal,0.292174358974359,0.6337,39,FALSE,FALSE,FALSE,Background
PKN2_distal;PKN2-AS1_distal,0.137964772727273,0.5941,88,FALSE,FALSE,FALSE,Background
PKN2_distal;GTF2B_distal,0.191665,0.3698,20,FALSE,FALSE,FALSE,Background
GTF2B_distal,0.178028125,0.4493,32,FALSE,FALSE,FALSE,Background
GTF2B,0.112236842105263,0.4182,19,TRUE,FALSE,FALSE,Other DEG
RBMXL1_distal;KYAT3_distal,0.2542,0.2701,3,FALSE,FALSE,FALSE,Background
GBP3_distal,0.21318,0.4279,55,FALSE,FALSE,FALSE,Background
GBP1_distal,0.117345901639344,0.4491,61,FALSE,FALSE,FALSE,Background
RBMXL1_distal,0.0885259259259259,0.4068,27,FALSE,FALSE,FALSE,Background
GBP1,0.209836764705882,0.6068,68,TRUE,FALSE,FALSE,Other DEG
AC104459.1,-0.0399051282051282,0.4581,39,FALSE,FALSE,FALSE,Background
GBP4_distal;AC099063.4_distal,-0.0825527777777778,0.4004,36,FALSE,FALSE,FALSE,Background
AC099063.1,0.0524921568627451,0.44,51,FALSE,FALSE,FALSE,Background
GBP5_distal,0.0393480392156863,0.538,102,FALSE,FALSE,FALSE,Background
GBP6_distal,0.17169756097561,0.6577,82,FALSE,FALSE,FALSE,Background
GBP6_distal;AL596214.1_distal,0.158437931034483,0.4297,29,FALSE,FALSE,FALSE,Background
AL596214.1_distal;LRRC8B_distal,0.130649019607843,0.4634,51,FALSE,FALSE,FALSE,Background
AC093423.2_distal;LRRC8C-DT_distal,0.0176476562499999,0.6476,128,FALSE,FALSE,FALSE,Background
KYAT3;RBMXL1,0.2652,0.2652,1,FALSE,FALSE,FALSE,Background
LRRC8B_distal;AL596214.1_distal,0.134570833333333,0.4575,48,FALSE,FALSE,FALSE,Background
LRRC8B_distal,0.111148717948718,0.6269,78,FALSE,FALSE,FALSE,Background
LRRC8B,0.122550909090909,0.5381,55,FALSE,FALSE,FALSE,Background
LRRC8B_distal;LRRC8C-DT_distal,0.0963952380952381,0.4459,21,FALSE,FALSE,FALSE,Background
LRRC8C;AC093423.2_distal;LRRC8C-DT,-0.1857375,0.3328,16,FALSE,FALSE,FALSE,Background
LRRC8C_distal;AC093423.2_distal,-0.0528767441860465,0.4798,43,FALSE,FALSE,FALSE,Background
LRRC8C_distal,0.143788571428571,0.4463,35,FALSE,FALSE,FALSE,Background
AC099568.1_distal;LRRC8C_distal,0.192177777777778,0.282,9,FALSE,FALSE,FALSE,Background
AC099568.1_distal,0.149548936170213,0.5318,47,FALSE,FALSE,FALSE,Background
AC099568.2_distal,0.187457142857143,0.589,21,FALSE,FALSE,FALSE,Background
ZNF644,0.278566666666667,0.4658,15,FALSE,FALSE,FALSE,Background
ZNF644_distal,0.235475,0.6899,52,FALSE,FALSE,FALSE,Background
CDC7,0.225068421052632,0.4038,19,FALSE,FALSE,FALSE,Background
CDC7_distal,0.255252760736196,0.734,163,FALSE,FALSE,FALSE,Background
TGFBR3_distal,0.174919718309859,0.7548,142,FALSE,FALSE,FALSE,Background
TGFBR3,0.219732653061224,0.6373,49,FALSE,FALSE,FALSE,Background
BRDT,0.178392307692308,0.4882,26,FALSE,FALSE,FALSE,Background
EPHX4_distal,0.2488,0.2895,3,FALSE,FALSE,FALSE,Background
BTBD8,0.163492307692308,0.4855,26,FALSE,FALSE,FALSE,Background
BTBD8_distal,-0.162046875,0.7404,32,FALSE,FALSE,FALSE,Background
EPHX4,0.189972,0.491,25,FALSE,FALSE,FALSE,Background
RPAP2_distal,0.145430952380952,0.4408,42,FALSE,FALSE,FALSE,Background
GFI1_distal,0.0274873015873016,0.4968,63,FALSE,FALSE,FALSE,Background
GFI1,0.125775555555556,0.4376,45,FALSE,FALSE,FALSE,Background
EVI5_distal;GFI1_distal,0.0735217391304348,0.5708,23,FALSE,FALSE,FALSE,Background
GFI1_distal;EVI5_distal,0.0593454545454546,0.4758,33,FALSE,FALSE,FALSE,Background
EVI5_distal,0.0533720588235294,0.6281,68,FALSE,FALSE,FALSE,Background
DIPK1A_distal;RPL5_distal,-0.109011538461538,0.4215,26,FALSE,FALSE,FALSE,Background
DIPK1A_distal,0.08282375,0.6218,80,FALSE,FALSE,FALSE,Background
DIPK1A,0.0830685393258427,0.5834,89,FALSE,FALSE,FALSE,Background
AC093577.1_distal,0.145722413793103,0.6566,58,FALSE,FALSE,FALSE,Background
MTF2_distal,0.00458070175438597,0.4947,57,FALSE,FALSE,FALSE,Background
CCDC18;TMED5_distal,0.0463727272727273,0.3915,11,FALSE,FALSE,FALSE,Background
CCDC18-AS1_distal,0.09873,0.2985,10,FALSE,FALSE,FALSE,Background
FNBP1L,0.0971833333333333,0.3193,6,FALSE,FALSE,FALSE,Background
BCAR3,0.285257142857143,0.5752,21,FALSE,FALSE,FALSE,Background
BCAR3_distal,0.14255,0.5921,82,FALSE,FALSE,FALSE,Background
AL049796.1,-0.285926086956522,0.3018,23,FALSE,FALSE,FALSE,Background
ABCA4_distal,0.236946666666667,0.6102,60,FALSE,FALSE,FALSE,Background
AC097059.1_distal;ARHGAP29-AS1_distal,0.243058823529412,0.4603,34,FALSE,FALSE,FALSE,Background
AC105942.1;CNN3,0.347825,0.4838,4,FALSE,FALSE,FALSE,Background
ALG14_distal;AC105942.1_distal,0.3318,0.4138,4,FALSE,FALSE,FALSE,Background
ARHGAP29-AS1_distal;AC097059.1_distal,0.251563829787234,0.6171,47,FALSE,FALSE,FALSE,Background
AC118469.2;ABCD3,-0.232563157894737,0.3003,19,FALSE,FALSE,FALSE,Background
F3,0.302685714285714,0.608,21,FALSE,FALSE,FALSE,Background
AC093117.1_distal,0.254852112676056,0.6037,71,FALSE,FALSE,FALSE,Background
SLC44A3_distal,0.171018367346939,0.712,98,FALSE,FALSE,FALSE,Background
DPYD_distal;DPYD-AS1_distal,0.30155,0.3775,8,FALSE,FALSE,FALSE,Background
DPYD-AS2_distal;DPYD_distal,0.302141379310345,0.5452,29,FALSE,FALSE,FALSE,Background
DPYD_distal,0.203745,0.6441,20,FALSE,FALSE,FALSE,Background
LINC01787_distal,0.308694444444444,0.5643,18,FALSE,FALSE,FALSE,Background
PTBP2_distal,0.286675,0.4398,4,FALSE,FALSE,FALSE,Background
PTBP2,-0.3238,-0.3238,1,FALSE,FALSE,FALSE,Background
SNX7,0.1397,0.1397,1,TRUE,FALSE,FALSE,Other DEG
AL445433.2_distal,0.0255,0.4032,7,FALSE,FALSE,FALSE,Background
PALMD_distal,-0.0209694444444445,0.5322,36,FALSE,FALSE,FALSE,Background
FRRS1_distal,0.01235,0.4209,30,FALSE,FALSE,FALSE,Background
AGL,0.0623235294117647,0.3757,51,FALSE,FALSE,FALSE,Background
SLC35A3_distal;AGL_distal,-0.0845291666666666,0.47,24,FALSE,FALSE,FALSE,Background
MFSD14A,0.058455,0.335,20,FALSE,FALSE,FALSE,Background
MFSD14A_distal,0.138693939393939,0.551,33,FALSE,FALSE,FALSE,Background
CDC14A,0.20477027027027,0.7272,111,FALSE,FALSE,FALSE,Background
CDC14A_distal,0.135185714285714,0.5679,245,FALSE,FALSE,FALSE,Background
CDC14A_distal;AL589990.1_distal,0.166765277777778,0.5616,72,FALSE,FALSE,FALSE,Background
AL589990.1_distal;CDC14A_distal,0.189040540540541,0.646,148,FALSE,FALSE,FALSE,Background
VCAM1_distal,0.2308,0.7205,13,FALSE,FALSE,FALSE,Background
GPR88_distal,-0.144584482758621,0.4909,116,FALSE,FALSE,FALSE,Background
AC099670.3;LINC01349_distal,-0.188665217391304,0.4021,23,FALSE,FALSE,FALSE,Background
EXTL2_distal,-0.2016,0.405,32,FALSE,FALSE,FALSE,Background
SLC30A7_distal,0.24638,0.6236,30,FALSE,FALSE,FALSE,Background
SLC30A7_distal;DPH5_distal,0.20126,0.4822,20,FALSE,FALSE,FALSE,Background
AC093157.2_distal;DPH5_distal,-0.06731,0.3372,10,FALSE,FALSE,FALSE,Background
LRRC39_distal,0.380875,0.5085,4,FALSE,FALSE,FALSE,Background
DPH5;AC093157.1,0.18172,0.3271,5,FALSE,FALSE,FALSE,Background
AC093157.1_distal,0.290888235294118,0.5573,68,FALSE,FALSE,FALSE,Background
AL109741.1_distal,0.230973913043478,0.4622,23,FALSE,FALSE,FALSE,Background
SLC30A7,0.103533333333333,0.2859,6,FALSE,FALSE,FALSE,Background
AL109741.1;S1PR1,0.2215,0.5889,13,FALSE,FALSE,FALSE,Background
NTNG1,0.382270588235294,0.5673,34,FALSE,FALSE,FALSE,Background
NTNG1_distal,0.363281481481482,0.59,54,FALSE,FALSE,FALSE,Background
VAV3_distal,0.126447008547009,0.6471,117,FALSE,FALSE,FALSE,Background
VAV3-AS1_distal;VAV3_distal,0.04505,0.3857,12,FALSE,FALSE,FALSE,Background
VAV3_distal;VAV3-AS1_distal,0.163713125,0.5735,160,FALSE,FALSE,FALSE,Background
PRMT6,-0.133330769230769,0.4528,13,FALSE,FALSE,FALSE,Background
VAV3_distal;VAV3-AS1,-0.263175,-0.2466,4,FALSE,FALSE,FALSE,Background
LINC02785_distal,0.0381703703703704,0.5508,189,FALSE,FALSE,FALSE,Background
LINC02785,0.0677388888888889,0.5131,54,FALSE,FALSE,FALSE,Background
SLC25A24_distal,0.00941269841269841,0.5092,63,FALSE,FALSE,FALSE,Background
FAM102B_distal,0.0466596774193548,0.6586,186,FALSE,FALSE,FALSE,Background
FAM102B_distal;HENMT1_distal,-0.00378500000000002,0.5103,80,FALSE,FALSE,FALSE,Background
HENMT1_distal,0.244647058823529,0.3326,17,FALSE,FALSE,FALSE,Background
HENMT1;AL160171.1,-0.111992,0.4488,50,FALSE,FALSE,FALSE,Background
FAM102B,0.0102411764705882,0.4005,51,TRUE,FALSE,FALSE,Other DEG
PRPF38B,-0.0714050632911392,0.4779,79,TRUE,FALSE,FALSE,Other DEG
AKNAD1,0.146604545454545,0.3398,22,FALSE,FALSE,FALSE,Background
GPSM2_distal,0.176480357142857,0.4104,56,FALSE,FALSE,FALSE,Background
CLCC1_distal,-0.0612296875,0.6189,64,FALSE,FALSE,FALSE,Background
CLCC1,-0.276025,0.2805,32,FALSE,FALSE,FALSE,Background
WDR47,-0.10904347826087,0.4265,46,FALSE,FALSE,FALSE,Background
FNDC7_distal,0.0378607142857143,0.503,28,FALSE,FALSE,FALSE,Background
C1orf194_distal,0.164637254901961,0.5559,51,FALSE,FALSE,FALSE,Background
C1orf194;KIAA1324,-0.104019047619048,0.7104,63,FALSE,FALSE,FALSE,Background
KIAA1324_distal,0.159843410852713,0.5968,129,FALSE,FALSE,FALSE,Background
SARS_distal;KIAA1324_distal,0.152744827586207,0.6791,58,FALSE,FALSE,FALSE,Background
PSRC1_distal,0.15019,0.6315,100,FALSE,FALSE,FALSE,Background
PRPF38B_distal,0.162781818181818,0.4087,33,FALSE,FALSE,FALSE,Background
AL356488.2,-0.141418604651163,0.3824,43,FALSE,FALSE,FALSE,Background
SARS,-0.136741772151899,0.459,79,TRUE,FALSE,FALSE,Other DEG
CELSR2,-0.137554545454545,0.3335,22,FALSE,FALSE,FALSE,Background
CELSR2_distal,0.219851851851852,0.4164,27,FALSE,FALSE,FALSE,Background
SORT1_distal,0.131622685185185,0.6627,216,FALSE,FALSE,FALSE,Background
SORT1,0.146578205128205,0.7814,78,FALSE,FALSE,FALSE,Background
MYBPHL,-0.0083888888888889,0.6027,9,FALSE,FALSE,FALSE,Background
ATXN7L2,-0.1047925,0.4253,40,FALSE,FALSE,FALSE,Background
SPATA42_distal,-0.206155555555556,0.43,9,FALSE,FALSE,FALSE,Background
CYB561D1_distal;AMIGO1_distal,-0.0944191489361702,0.6591,47,FALSE,FALSE,FALSE,Background
AMIGO1_distal,-0.069304,0.3552,25,FALSE,FALSE,FALSE,Background
ATXN7L2_distal;SYPL2_distal,0.25335,0.2785,2,FALSE,FALSE,FALSE,Background
CYB561D1,-0.1509725,0.3491,40,FALSE,FALSE,FALSE,Background
CYB561D1_distal,0.0463375,0.395,24,FALSE,FALSE,FALSE,Background
AMIGO1,-0.135815625,0.5276,64,FALSE,FALSE,FALSE,Background
GPR61_distal,-0.231511111111111,0.3009,18,FALSE,FALSE,FALSE,Background
GNAI3_distal,0.226038461538462,0.5354,39,FALSE,FALSE,FALSE,Background
GNAI3_distal;AL355310.1_distal,0.201132432432432,0.5739,37,FALSE,FALSE,FALSE,Background
GNAI3_distal;GNAT2_distal,0.167582278481013,0.656,79,FALSE,FALSE,FALSE,Background
GNAI3_distal;AMPD2_distal,0.187816666666667,0.5639,30,FALSE,FALSE,FALSE,Background
AMPD2,0.132277777777778,0.5511,54,FALSE,FALSE,FALSE,Background
GSTM3;AL158847.1_distal,-0.0546463414634146,0.4913,41,FALSE,FALSE,FALSE,Background
LINC01768_distal,0.0572989473684211,0.723,190,FALSE,FALSE,FALSE,Background
GSTM2_distal;GSTM4_distal,0.1397,0.1397,1,FALSE,FALSE,FALSE,Background
EPS8L3_distal;AL158847.1_distal,0.107893181818182,0.479,44,FALSE,FALSE,FALSE,Background
AL450468.1_distal;LINC01768_distal,0.1093,0.4194,30,FALSE,FALSE,FALSE,Background
AL450468.1,0.0467510204081633,0.5031,49,FALSE,FALSE,FALSE,Background
LINC02586,-0.0204978260869565,0.5026,46,FALSE,FALSE,FALSE,Background
KCNC4_distal,0.0284298969072165,0.5365,97,FALSE,FALSE,FALSE,Background
SLC16A4_distal,0.0644020833333333,0.5935,48,FALSE,FALSE,FALSE,Background
AL450468.2,0.0778405405405405,0.5483,37,FALSE,FALSE,FALSE,Background
CYMP-AS1_distal,-0.066065306122449,0.5115,49,FALSE,FALSE,FALSE,Background
