condition,cell_type,ms_glycolysis1,ms_hypoxia_hif11,ms_one_carbon1,ms_tca1
unin_hto,Neutrophil,0.121550399011088,-0.0615988127549006,-0.216147668101243,-0.33380065768504
unin_hto,Interstitial_Macrophage,0.0337206692592591,-0.0437007092979248,0.265728122979832,0.225520821462284
unin_hto,Alveolar_Macrophage,-0.253156037601424,-0.0586512592574934,0.29352504499495,-0.113932947043441
unin_hto,Alveolar_Macrophage,0.14646519410109,-0.0470878812388396,0.258722567611913,0.014239806331712
unin_hto,Interstitial_Macrophage,-0.229320427972862,-0.0642776528643868,-0.156055155478177,0.131009821401694
unin_hto,Interstitial_Macrophage,-0.549689360977959,-0.0428429698755038,0.159547028570675,0.674504718299646
unin_hto,Interstitial_Macrophage,0.0491382725859573,-0.0258001511288086,-0.130322423480234,-0.177441384947622
unin_hto,Interstitial_Macrophage,-0.0294904184261362,-0.0313137414251674,0.517334002891636,0.0117707082505078
unin_hto,Interstitial_Macrophage,-0.371170031003346,0.246740624776073,0.0991226240167948,0.108548730348423
unin_hto,Interstitial_Macrophage,0.468411186394162,-0.0269492898284857,-0.112167501266442,-0.175617207817706
unin_hto,Interstitial_Macrophage,0.0738307665007757,-0.0423107214544715,0.0384588114003664,0.0314835798264813
unin_hto,Interstitial_Macrophage,-0.20157157633007,-0.0487623860510877,0.341673984033599,-0.147011329102089
unin_hto,Interstitial_Macrophage,-0.318285335665164,-0.0686654589224473,0.0687054229910022,-0.108135062727992
unin_hto,Interstitial_Macrophage,-0.545775982948821,-0.035822790501029,-0.115143606181987,-0.223676630563592
unin_hto,Interstitial_Macrophage,-0.117216866483615,-0.023449224643826,0.0526159080104376,-0.141758090602621
unin_hto,Interstitial_Macrophage,-0.261408448434683,-0.0254590340996326,-0.130326007890977,-0.233224577881658
unin_hto,Interstitial_Macrophage,-0.335521951068332,-0.0165820783880945,-0.115287740957596,-0.18243249813618
unin_hto,Interstitial_Macrophage,0.209597715236051,-0.0344214578682544,0.0533286203555618,0.175203750345854
unin_hto,Alveolar_Macrophage,-0.354909410365083,-0.0314065258393217,-0.107881596445292,0.140659375965654
unin_hto,Interstitial_Macrophage,-0.177312992626358,-0.031332993038218,-0.106447857496107,-0.0173835568872197
unin_hto,Interstitial_Macrophage,-0.0659235987109934,-0.0586621266971625,0.170036254810908,-0.175315637082889
unin_hto,Alveolar_Macrophage,-0.21062997232534,-0.0512018281414532,0.0178017182763821,0.0357621241035683
unin_hto,Alveolar_Macrophage,-0.269188956505731,-0.0531246049486504,-0.162464550987291,-0.299265746898177
unin_hto,Interstitial_Macrophage,0.0727499649820951,0.279007471753406,-0.106900242563152,-0.267172162113881
unin_hto,Interstitial_Macrophage,0.127249200445424,-0.0439091911595474,0.133493232172771,-0.0318488774403992
unin_hto,Alveolar_Macrophage,0.635609093143473,0.43048528619817,-0.091592614084717,-0.161250216976051
unin_hto,Interstitial_Macrophage,-0.113327071429447,-0.0575079306014356,0.278151425688271,-0.0936398233204251
unin_hto,Alveolar_Macrophage,-0.269214526555377,0.29661421714593,-0.117560512893204,-0.161255690619238
unin_hto,Alveolar_Macrophage,-0.361373790359492,-0.0275330212001853,-0.134155146549604,-0.0608159301833795
unin_hto,Interstitial_Macrophage,-0.112678818495615,-0.0588380468533019,0.0643318908276997,-0.0838303717783144
unin_hto,Interstitial_Macrophage,-0.267784854645723,0.313333278976734,0.202763566784865,0.285955831970102
unin_hto,Alveolar_Macrophage,-0.001397163768601,-0.0469274331565313,-0.145280484902582,0.0354986268034389
unin_hto,Alveolar_Macrophage,0.322498464899323,-0.0503803744571102,0.169922049314982,-0.233725563801798
unin_hto,Alveolar_Macrophage,-0.0663642656959438,-0.0216175801784765,-0.0881495807057609,-0.150267240745432
unin_hto,Interstitial_Macrophage,-0.215308116136355,-0.0412814275600155,-0.125167360269662,0.151702712477712
unin_hto,Interstitial_Macrophage,0.00770115287828205,-0.0515682282334113,0.146212970585687,-0.0222991243505178
unin_hto,Interstitial_Macrophage,-0.361367028547546,0.383808324195069,-0.10076089134038,-0.1708896360969
unin_hto,Alveolar_Macrophage,-0.478797884358241,-0.100729497270888,0.658390590482661,-0.181269843725624
unin_hto,Interstitial_Macrophage,0.133020996557917,-0.0663493207850322,0.0850560810615014,-0.0671530378150349
unin_hto,Interstitial_Macrophage,-0.304157817234308,-0.0524797250319002,0.085177857127704,-0.232811178468473
unin_hto,Interstitial_Macrophage,0.128842134587741,-0.0722939899362543,-0.0272624347450249,0.0218148068682513
unin_hto,Interstitial_Macrophage,0.47059082945861,-0.0459130401833991,-0.142238653416323,0.0266818537072219
unin_hto,Alveolar_Macrophage,0.355579346229946,-0.0525146285135867,0.0755726768251897,-0.0932991478120464
unin_hto,Interstitial_Macrophage,-0.449162666151921,0.167906575693594,0.193019212702818,-0.049392590978137
unin_hto,Interstitial_Macrophage,0.136678659524297,-0.0462200142103375,-0.136709956187564,-0.109205685783192
unin_hto,Interstitial_Macrophage,-0.33518255239092,-0.017746493437576,-0.0649792717614009,-0.103603922882142
unin_hto,Interstitial_Macrophage,0.0586508701236437,0.161068810247118,0.0928414381518481,0.14456415010286
unin_hto,Interstitial_Macrophage,0.0324510109249302,-0.0958188147946882,-0.109730958536607,-0.0474798200926432
unin_hto,Interstitial_Macrophage,-0.184985374869935,-0.0455175868487834,-0.185214681408349,-0.178593863794896
unin_hto,Interstitial_Macrophage,-0.338070163550901,-0.0328105814089452,0.0344454438246432,0.030581312357466
unin_hto,Interstitial_Macrophage,0.209737752785943,-0.037317218791583,0.200485406033689,-0.212148317963082
unin_hto,Interstitial_Macrophage,-0.0221514398858349,-0.0542128973105717,0.0441878416175545,0.0493870287420833
unin_hto,Interstitial_Macrophage,-0.0749248757013909,-0.042191999020654,0.14689890594636,-0.216952749941963
unin_hto,Alveolar_Macrophage,-0.151937241896357,-0.0428260711120406,0.203346746837955,-0.0471261509859816
unin_hto,Alveolar_Macrophage,-0.248634700060471,-0.0536266841240706,0.00342919099464034,-0.152837035124979
unin_hto,Alveolar_Macrophage,-0.470511039616206,-0.0319094639292531,-0.165381122773091,-0.293933345837437
unin_hto,Interstitial_Macrophage,-0.0956905533181173,-0.053820785843035,0.135873956703235,-0.0380645138698172
unin_hto,Alveolar_Macrophage,-0.200255690617508,-0.0251828110886309,-0.104251042965135,-0.217615660356027
unin_hto,Alveolar_Macrophage,-0.587390999444706,-0.0435116693596136,-0.15408808044138,-0.269470107451703
unin_hto,Alveolar_Macrophage,0.225347710688749,-0.045728310141522,0.281712954613388,0.123619911971653
unin_hto,Interstitial_Macrophage,-0.36668909715933,0.260263387091428,-0.144390841270429,0.185897179107697
unin_hto,Interstitial_Macrophage,-0.192333380149844,-0.0622990647078806,0.0422266739441911,-0.0438712460894923
unin_hto,Alveolar_Macrophage,-0.119435689122672,-0.0733282357004421,-0.045505497626566,0.200481679855831
unin_hto,Interstitial_Macrophage,-0.158580424057605,-0.0288335239400164,-0.0788333205802091,-0.152598579469317
unin_hto,Interstitial_Macrophage,0.123158532659437,-0.0583160014345535,-0.196458298841763,0.0883590764275508
unin_hto,Interstitial_Macrophage,-0.411199351854959,-0.0488755143802458,-0.167395211376463,-0.100449495228723
unin_hto,Alveolar_Macrophage,-0.11467602200971,-0.0647908647312519,-0.136868286332445,0.00360880167828867
unin_hto,Interstitial_Macrophage,-0.234104764640911,-0.056903788335467,0.104031667007374,-0.228384269023631
unin_hto,Interstitial_Macrophage,-0.496283923705281,-0.0362318295417059,0.116591975978705,0.231938220170096
unin_hto,Interstitial_Macrophage,0.17013589671659,-0.0427823865406138,0.158374490959601,-0.0838028744884848
unin_hto,Interstitial_Macrophage,-0.302987363696647,-0.0526224117845673,-0.129446630879122,0.0355765083498438
unin_hto,Alveolar_Macrophage,-0.0679387071248162,-0.0605292277302725,0.27221204314127,0.065262944535682
unin_hto,Interstitial_Macrophage,-0.0246454191141675,-0.0488926301710422,0.0457691234048306,-0.113475341851904
unin_hto,Interstitial_Macrophage,0.115150838310905,-0.0363009526084105,0.0136757335754345,-0.0110424931644091
unin_hto,Alveolar_Macrophage,-0.128230238955963,0.381265242620602,0.578963744259078,-0.201951582818518
unin_hto,Alveolar_Macrophage,-0.179715301838054,-0.0463241498923285,0.395048523911593,-0.269541847863011
unin_hto,Alveolar_Macrophage,-0.162457925216292,0.420801283872193,-0.0877904322144263,-0.220121565166948
unin_hto,Alveolar_Macrophage,0.153905195619601,-0.0552032893308862,0.167870018277884,-0.0328491216869332
unin_hto,Interstitial_Macrophage,0.0436632715515816,-0.0692768517721277,7.87268086942239e-05,-0.177298813080393
unin_hto,Interstitial_Macrophage,0.200052456783305,-0.0221374942574787,-0.0701020651486825,-0.153345026177155
unin_hto,Interstitial_Macrophage,-0.416439730077595,0.371376191883654,-0.114911270898126,-0.211712780367375
unin_hto,Interstitial_Macrophage,-0.183421868144372,0.382215260753041,-0.118098598627365,0.0630710993974419
unin_hto,Interstitial_Macrophage,-0.306143442738896,0.462269789712189,-0.0300841166824183,0.360506986814686
unin_hto,Interstitial_Macrophage,0.138701712840333,-0.0554142785741776,0.0431153860874274,-0.0126302894938949
unin_hto,Interstitial_Macrophage,-0.128939074703387,0.221071685085004,-0.15470889627201,0.246938487936214
unin_hto,Alveolar_Macrophage,-0.224235486432591,-0.0323272749133406,0.117091958996919,0.0767449132050142
unin_hto,Interstitial_Macrophage,-0.219201405248955,-0.0460976036552921,0.213432023916993,0.110736430026195
unin_hto,Interstitial_Macrophage,-0.191472716979067,-0.0201219582336346,0.113600141966381,-0.224109904348666
unin_hto,Interstitial_Macrophage,-0.0627249719598141,-0.0581665797897975,0.118610467267989,-0.290180601155849
unin_hto,Interstitial_Macrophage,-0.145539798778596,0.169945558978784,0.327630852995736,-0.120121806153722
unin_hto,Interstitial_Macrophage,-0.281562680795161,-0.0544779510858966,0.011642272802984,-0.0461897796067301
unin_hto,Interstitial_Macrophage,0.180064382514899,-0.0496798095863244,-0.0869396667760677,-0.176025215473711
unin_hto,Interstitial_Macrophage,0.300059062191713,0.119888901513095,0.142218163582483,0.163369304982714
unin_hto,Interstitial_Macrophage,-0.131838651299461,-0.0550391562085345,-0.148232641609325,0.232683631447763
unin_hto,Interstitial_Macrophage,0.0479822030718206,-0.0517150311663068,-0.0567148515504007,0.0881143824053899
unin_hto,Interstitial_Macrophage,0.15662869694512,-0.0618235538792545,0.138199476861825,-0.184266302309309
unin_hto,Interstitial_Macrophage,-0.0570589201197321,-0.0347154744855698,-0.127814456790444,-0.240256964643494
unin_hto,Interstitial_Macrophage,-0.12613810961739,-0.0483434828919741,-0.19367216254553,0.108430847611682
unin_hto,Alveolar_Macrophage,0.00821564354624671,-0.0485871489654814,0.0329711260795312,-0.0705693963424376
unin_hto,Interstitial_Macrophage,-0.292104772104968,-0.0464284524272653,0.0288663849321118,0.232255372482707
unin_hto,Alveolar_Macrophage,-0.229707914731504,-0.0553656826563021,-0.138117062395055,-0.0017424558436486
unin_hto,Alveolar_Macrophage,-0.287184597810222,-0.017136559646644,-0.0534683424352064,-0.0911860580090285
unin_hto,Alveolar_Macrophage,-0.228627733602899,-0.032161532885791,-0.111671989186775,-0.118261861549152
unin_hto,Interstitial_Macrophage,-0.234017300789091,-0.0536081087255458,0.101450528489729,0.286531432808059
unin_hto,Interstitial_Macrophage,-0.34246956972537,-0.032113526384677,-0.156533026812937,-0.0738447854567513
unin_hto,Alveolar_Macrophage,0.183627551693269,-0.028200096817846,0.0796538782105543,-0.0354397727746836
unin_hto,Alveolar_Macrophage,-0.0518793875849962,0.194115856961292,-0.139380038911375,-0.148498332369775
unin_hto,Interstitial_Macrophage,-0.00877517827404739,-0.0555271218643164,-0.0275533561806697,-0.211881591155623
unin_hto,Alveolar_Macrophage,-0.200843404069158,-0.0281001142668009,0.0582750005797213,-0.12621394348262
unin_hto,Alveolar_Macrophage,-0.2737173164754,-0.0379653679998693,0.0883581284728497,0.141166044676431
unin_hto,Interstitial_Macrophage,-0.133801710679972,-0.0330000473320656,-0.125282470530856,-0.213693952082374
unin_hto,Alveolar_Macrophage,0.262521733509241,-0.0519464869868368,-0.160974009366949,0.262637573081113
unin_hto,Interstitial_Macrophage,0.111455258104445,-0.0756862332813241,-0.192963336147079,-0.272408293447862
unin_hto,Interstitial_Macrophage,-0.0804524343177942,0.44581522988996,-0.0196688847847275,-0.194692667666389
unin_hto,Alveolar_Macrophage,-0.153180301469659,-0.0655644332566612,-0.190675833638605,-0.120397160452752
unin_hto,Alveolar_Macrophage,-0.412241351269113,-0.0232069378202026,-0.0474852055596694,-0.13928434267988
unin_hto,Interstitial_Macrophage,-0.0455422208042007,-0.0643154505621389,0.000569693490814843,0.048045907110358
unin_hto,Alveolar_Macrophage,-0.0746387233969688,-0.0250669935048983,-0.151081810127398,-0.0115405468821838
unin_hto,Alveolar_Macrophage,-0.119875032153947,-0.0363000159099562,0.133552102037764,-0.250956182247741
unin_hto,Alveolar_Macrophage,-0.27323407028539,0.519109490229272,0.346848942700629,-0.12156613891123
unin_hto,Alveolar_Macrophage,-0.0905364681012937,-0.0437166850235111,-0.129757258573606,-0.212855372120596
unin_hto,Alveolar_Macrophage,0.0413104907326777,0.203686022439579,0.0565500620238761,-0.112557461827776
unin_hto,Interstitial_Macrophage,-0.0238210518497499,-0.0375397066081011,-0.122037639851133,-0.122546106805669
unin_hto,Interstitial_Macrophage,0.0102828611651157,-0.0559613756285602,0.473828958747529,-0.274377165197912
unin_hto,Interstitial_Macrophage,0.34937464772663,-0.0560810977385932,-0.172100489030888,-0.0819760873352012
unin_hto,Interstitial_Macrophage,-0.0452733039089728,-0.0514622230767189,-0.102924446153438,-0.153130504984624
unin_hto,Interstitial_Macrophage,-0.380796985567949,-0.0921129396077037,0.266615571116651,0.00860910689896527
unin_hto,Interstitial_Macrophage,0.164670865147946,-0.0606061787753882,-0.176346854140435,0.188095692050771
unin_hto,Interstitial_Macrophage,0.00964998710773146,-0.0329290776417964,0.113720513560762,0.135182007516216
unin_hto,Interstitial_Macrophage,0.0156172607570404,-0.0673537447306368,-0.184711452044418,-0.0219665214373098
unin_hto,Interstitial_Macrophage,-0.311000980802918,-0.0587726463127657,-0.170722480427683,-0.232249846807517
unin_hto,Interstitial_Macrophage,0.39316090038463,-0.0206005727959772,0.281955458550377,0.311784358710931
unin_hto,Interstitial_Macrophage,0.104672698362112,-0.0354678666059656,0.127510811299161,0.0105674494897027
unin_hto,Interstitial_Macrophage,0.0469787962859833,0.217323111762684,-0.143883484169841,0.20699758234502
unin_hto,Interstitial_Macrophage,0.0194146882413938,-0.0157965072166236,-0.0909260519929058,0.300455123205959
unin_hto,Interstitial_Macrophage,0.176777677506158,-0.0455447450643202,-0.165209276807473,-0.101471730759385
unin_hto,Alveolar_Macrophage,-0.0712048637592874,-0.0523712271276108,0.0653995018431453,-0.132426517788814
unin_hto,Interstitial_Macrophage,-0.440307657990359,-0.0316679235088099,-0.1225306787035,-0.19040700354345
unin_hto,Alveolar_Macrophage,-0.0837055857490151,-0.0559400563353714,-0.165429425463397,-0.220241721226156
unin_hto,Interstitial_Macrophage,-0.03953637099027,-0.0508437429121475,0.00484135827207702,-0.178222181597355
unin_hto,Interstitial_Macrophage,0.365636130201208,-0.0553874643565819,-0.14014940250971,-0.204359670362796
unin_hto,Interstitial_Macrophage,-0.272887241117344,-0.0289787606474078,0.354157595848985,-0.00559073826884887
