trained_immunity_score,condition,cell_type
0.106174081559549,unin_hto,Interstitial_Macrophage
-0.0584073891766782,unin_hto,Interstitial_Macrophage
-0.0597321138096846,unin_hto,Alveolar_Macrophage
0.191533910189504,unin_hto,Interstitial_Macrophage
0.0500781154110152,unin_hto,Interstitial_Macrophage
0.0972989110710997,unin_hto,Alveolar_Macrophage
0.0280811808459853,unin_hto,Alveolar_Macrophage
0.0600591075031169,unin_hto,Interstitial_Macrophage
0.180234960989782,unin_hto,Alveolar_Macrophage
-0.0181050872623234,unin_hto,Interstitial_Macrophage
0.0615967200535178,unin_hto,Alveolar_Macrophage
0.166445786315531,unin_hto,Interstitial_Macrophage
0.612170024753304,unin_hto,Alveolar_Macrophage
0.107648249094313,unin_hto,Interstitial_Macrophage
-0.0697196401056002,unin_hto,Interstitial_Macrophage
-0.182157691361741,unin_hto,Alveolar_Macrophage
0.193480162857707,unin_hto,Interstitial_Macrophage
0.154980774427137,unin_hto,Interstitial_Macrophage
0.2989665954787,unin_hto,Interstitial_Macrophage
0.0690140126146252,unin_hto,Interstitial_Macrophage
0.231338088271101,unin_hto,Interstitial_Macrophage
0.138904787947595,unin_hto,Interstitial_Macrophage
0.211280752571627,unin_hto,Alveolar_Macrophage
0.0829297035710502,unin_hto,Alveolar_Macrophage
0.141387494714379,unin_hto,Alveolar_Macrophage
0.117636556359555,unin_hto,Interstitial_Macrophage
0.0554169612897707,unin_hto,Alveolar_Macrophage
0.00974840855521542,unin_hto,Interstitial_Macrophage
0.0593355599565227,unin_hto,Alveolar_Macrophage
0.0787455957398253,unin_hto,Interstitial_Macrophage
0.0686357650821993,unin_hto,Interstitial_Macrophage
0.036002966519518,unin_hto,Alveolar_Macrophage
0.227473335339403,unin_hto,Interstitial_Macrophage
-0.126839867563515,unin_hto,Alveolar_Macrophage
0.10986501228707,unin_hto,Interstitial_Macrophage
0.107344997327449,unin_hto,Interstitial_Macrophage
-0.0280122919496757,unin_hto,Interstitial_Macrophage
