p_val,avg_log2FC,pct.1,pct.2,p_val_adj,gene,cell_type
0,6.07323347027173,0.921,0.092,0,LYZ,Monocyte
0,7.02091437219404,0.902,0.087,0,S100A9,Monocyte
0,8.01188309750315,0.876,0.094,0,S100A8,Monocyte
0,3.23054267003865,0.866,0.153,0,FCER1G,Monocyte
0,3.32902168125765,0.898,0.189,0,TYROBP,Monocyte
0,5.74541046553204,0.729,0.029,0,FCN1,Monocyte
0,3.64201423868255,0.787,0.097,0,LST1,Monocyte
0,3.76794834994196,0.834,0.152,0,AIF1,Monocyte
0,6.06417758838341,0.686,0.019,0,CD14,Monocyte
0,3.44373551201134,0.827,0.172,0,TYMP,Monocyte
0,5.04417383901774,0.69,0.039,0,CSTA,Monocyte
0,3.3493857294083,0.914,0.276,0,CST3,Monocyte
0,3.98535166586157,0.706,0.068,0,SPI1,Monocyte
0,2.9757650640739,0.726,0.096,0,SERPINA1,Monocyte
0,5.4003418291484,0.645,0.03,0,MNDA,Monocyte
0,4.32862538136939,0.625,0.032,0,MS4A6A,Monocyte
0,3.44198239404218,0.663,0.073,0,CD68,Monocyte
0,4.79139616541451,0.619,0.038,0,VCAN,Monocyte
0,4.83388573109486,0.595,0.026,0,CLEC7A,Monocyte
0,3.84205213907,0.606,0.037,0,CFD,Monocyte
0,3.18023709620161,0.696,0.135,0,GRN,Monocyte
0,3.68367236530172,0.815,0.258,0,CTSS,Monocyte
0,4.48089569423066,0.602,0.048,0,KLF4,Monocyte
0,7.73416593303859,0.564,0.012,0,S100A12,Monocyte
0,-3.29338988904006,0.168,0.716,0,IL32,Monocyte
0,1.77554354971573,0.894,0.347,0,HLA-DRA,Monocyte
0,3.74454050406198,0.601,0.058,0,CYBB,Monocyte
0,4.17200383280311,0.581,0.047,0,FGL2,Monocyte
0,2.84897713037764,0.689,0.166,0,RGS2,Monocyte
0,3.9458773899186,0.571,0.05,0,TNFSF13B,Monocyte
0,3.30165133941571,0.629,0.113,0,LGALS3,Monocyte
0,4.40917307437382,0.548,0.036,0,PLAUR,Monocyte
0,4.94374628543287,0.527,0.018,0,CSF3R,Monocyte
0,4.84779832422831,0.525,0.025,0,NCF2,Monocyte
0,4.35872615476041,0.527,0.028,0,TNFAIP2,Monocyte
0,4.24740093215166,0.521,0.022,0,LILRB2,Monocyte
0,3.15845722747527,0.597,0.1,0,RNF130,Monocyte
0,1.50701896328883,0.844,0.347,0,LGALS1,Monocyte
0,5.1901718369531,0.515,0.019,0,IGSF6,Monocyte
0,3.14164190058554,0.604,0.11,0,NAMPT,Monocyte
0,3.0575863482643,0.672,0.192,0,NCF1,Monocyte
0,4.2620088410502,0.519,0.039,0,CFP,Monocyte
0,2.68128189310273,0.682,0.205,0,PYCARD,Monocyte
0,2.89974089712341,0.633,0.159,0,AP1S2,Monocyte
0,5.48898171355937,0.484,0.014,0,FPR1,Monocyte
0,2.58827208130476,0.581,0.116,0,FGR,Monocyte
0,2.31094835042569,0.623,0.159,0,GLUL,Monocyte
0,-3.33188036612437,0.116,0.579,0,PTPRCAP,Monocyte
0,3.4029902282063,0.507,0.047,0,RAB31,Monocyte
0,1.63696428625651,0.833,0.376,0,HLA-DRB1,Monocyte
0,4.2531642504711,0.474,0.028,0,SLC11A1,Monocyte
0,5.15930962967904,0.457,0.016,0,CLEC12A,Monocyte
0,2.50133850433839,0.746,0.306,0,IFITM3,Monocyte
0,4.02155366140658,0.474,0.034,0,HCK,Monocyte
0,4.24171223074089,0.469,0.032,0,CPVL,Monocyte
0,3.10302682151271,0.587,0.151,0,LINC00936,Monocyte
0,4.58408237892737,0.455,0.024,0,CD302,Monocyte
0,2.10107189505736,0.656,0.227,0,C1orf162,Monocyte
0,3.0955542411537,0.517,0.089,0,ODF3B,Monocyte
0,2.45113231962407,0.861,0.435,0,PSAP,Monocyte
0,4.49718665819239,0.442,0.019,0,PILRA,Monocyte
0,4.31157834716647,0.449,0.026,0,IFI30,Monocyte
0,1.89415414909585,0.663,0.241,0,TIMP1,Monocyte
0,3.18818403860371,0.501,0.079,0,WARS,Monocyte
0,2.56117087992851,0.606,0.185,0,STXBP2,Monocyte
0,1.73901109309177,0.67,0.25,0,CTSB,Monocyte
0,2.20584662087104,0.913,0.494,0,NEAT1,Monocyte
0,3.73651428733822,0.451,0.033,0,MAFB,Monocyte
0,-3.32297630613422,0.112,0.528,0,CD3E,Monocyte
0,5.01250189416888,0.429,0.013,0,FCGR1A,Monocyte
0,4.10567200040445,0.435,0.021,0,CD36,Monocyte
0,1.60970832820087,0.784,0.371,0,GPX1,Monocyte
0,3.57235525796738,0.445,0.032,0,MS4A7,Monocyte
0,2.86675109988724,0.489,0.076,0,CEBPD,Monocyte
0,2.02650000257638,0.572,0.159,0,FCGRT,Monocyte
0,2.22243385946957,0.643,0.231,0,C10orf54,Monocyte
0,3.94648491002648,0.438,0.028,0,MPEG1,Monocyte
0,1.81417011427142,0.602,0.193,0,HLA-DMA,Monocyte
0,2.22943283418201,0.596,0.189,0,GNAI2,Monocyte
0,1.85524572928199,0.568,0.166,0,ZEB2,Monocyte
0,1.73289485339894,0.643,0.243,0,C4orf48,Monocyte
0,1.76247291204686,0.629,0.231,0,ASAH1,Monocyte
0,2.74326814578165,0.503,0.106,0,FAM26F,Monocyte
0,1.95821164151903,0.558,0.161,0,APLP2,Monocyte
0,2.90648277763096,0.481,0.085,0,PTPRE,Monocyte
0,2.39526816149493,0.667,0.276,0,TKT,Monocyte
0,2.16692928921641,0.867,0.477,0,S100A11,Monocyte
0,2.41378125377048,0.513,0.125,0,IFNGR2,Monocyte
0,2.72705974696863,0.466,0.081,0,THEMIS2,Monocyte
0,1.82688008036722,0.79,0.405,0,NPC2,Monocyte
0,2.45323304110418,0.494,0.11,0,LGALS9,Monocyte
0,2.00921486088359,0.519,0.135,0,BLVRB,Monocyte
0,-3.41519272184903,0.085,0.468,0,CD3D,Monocyte
0,2.11953154805622,0.517,0.135,0,CAPG,Monocyte
0,2.07796395269468,0.503,0.121,0,LYN,Monocyte
0,2.72676655010774,0.486,0.107,0,PGD,Monocyte
0,1.64180755261553,0.654,0.276,0,SOD2,Monocyte
0,1.84036487067887,0.634,0.257,0,ANXA5,Monocyte
0,2.45104830062182,0.478,0.101,0,CDKN1A,Monocyte
0,2.751022590237,0.478,0.103,0,BCL2A1,Monocyte
0,2.34364604840797,0.93,0.556,0,SAT1,Monocyte
0,1.32736212001999,0.631,0.257,0,ANXA2,Monocyte
0,4.60178256936468,0.394,0.02,0,C19orf38,Monocyte
0,2.03723579034556,0.647,0.275,0,CARD16,Monocyte
0,2.91050722161392,0.422,0.054,0,LY86,Monocyte
0,1.66765205332973,0.863,0.501,0,SRGN,Monocyte
0,2.70529687131671,0.439,0.079,0,JAML,Monocyte
0,2.62088206068902,0.452,0.093,0,CECR1,Monocyte
0,2.19078583698641,0.752,0.393,0,TSPO,Monocyte
0,2.15433158377958,0.482,0.126,0,TNFRSF1B,Monocyte
0,1.42400975874545,0.753,0.399,0,HLA-DPA1,Monocyte
0,1.54366110633258,0.523,0.173,0,MYO1F,Monocyte
0,2.17468882114657,0.496,0.147,0,LAP3,Monocyte
0,1.98440081711197,0.513,0.166,0,CASP1,Monocyte
0,1.77438390230966,0.55,0.204,0,TCIRG1,Monocyte
0,1.96439450127179,0.637,0.291,0,TALDO1,Monocyte
0,-2.66586624978805,0.184,0.529,0,CD69,Monocyte
0,2.12291421415422,0.494,0.149,0,AGTRAP,Monocyte
0,2.88554539276053,0.413,0.069,0,GCA,Monocyte
0,4.05431991236996,0.367,0.023,0,DMXL2,Monocyte
0,4.69558137271862,0.359,0.015,0,LILRB3,Monocyte
0,1.72857981506707,0.525,0.182,0,VMP1,Monocyte
0,1.41710391121192,0.668,0.325,0,AP2S1,Monocyte
0,2.57432841937726,0.42,0.077,0,CTSZ,Monocyte
0,4.64672649617205,0.365,0.023,0,PLBD1,Monocyte
0,2.04748598593157,0.444,0.104,0,HLA-DMB,Monocyte
0,1.68608734573344,0.626,0.286,0,RHOG,Monocyte
0,-3.21910199187216,0.067,0.407,0,LCK,Monocyte
0,-3.16647975585237,0.067,0.407,0,OCIAD2,Monocyte
0,1.07018232648308,0.506,0.167,0,HLA-DQB1,Monocyte
0,5.0538843346203,0.351,0.012,0,LILRA5,Monocyte
0,2.67904064570959,0.41,0.072,0,NUP214,Monocyte
0,3.31719921157059,0.381,0.044,0,CPPED1,Monocyte
0,3.38659281739529,0.364,0.027,0,FCGR2A,Monocyte
0,5.13828090250631,0.349,0.012,0,CD300E,Monocyte
0,1.60036721024243,0.614,0.277,0,SAMHD1,Monocyte
0,2.40911598473372,0.448,0.112,0,KLF10,Monocyte
0,6.35904760369844,0.343,0.007,0,RP11-1143G9.4,Monocyte
0,3.87372556479334,0.36,0.024,0,ZNF385A,Monocyte
0,2.06925178078427,0.818,0.482,0,COTL1,Monocyte
0,4.09973578282669,0.355,0.019,0,LRRC25,Monocyte
0,1.57515573054683,0.471,0.137,0,BRI3,Monocyte
0,1.50666789906357,0.673,0.34,0,ATP6V0B,Monocyte
0,2.97819401710337,0.395,0.062,0,SCO2,Monocyte
0,1.89044154998616,0.536,0.206,0,NFKBIZ,Monocyte
0,1.40253979293661,0.699,0.369,0,CTSD,Monocyte
0,4.18989333380775,0.346,0.017,0,C5AR1,Monocyte
0,-2.03722800050696,0.23,0.558,0,EVL,Monocyte
0,1.44279919800477,0.775,0.447,0,RAC1,Monocyte
0,1.55238996116839,0.596,0.268,0,ARRB2,Monocyte
0,1.79578091486308,0.505,0.178,0,GRINA,Monocyte
0,3.56226426476194,0.359,0.032,0,PLXDC2,Monocyte
0,3.94648077203096,0.35,0.023,0,LRP1,Monocyte
0,3.48545406727871,0.357,0.03,0,KCTD12,Monocyte
0,2.12802958933925,0.442,0.117,0,SNX10,Monocyte
0,1.35245495203556,0.421,0.096,0,SLC7A7,Monocyte
0,1.66047923525207,0.515,0.191,0,H2AFY,Monocyte
0,3.15319036789248,0.367,0.043,0,STX11,Monocyte
0,5.55583340769909,0.332,0.008,0,ASGR1,Monocyte
0,-2.3097189623956,0.209,0.532,0,IL2RG,Monocyte
0,2.36143677839406,0.454,0.131,0,TNFSF10,Monocyte
0,2.57768195294872,0.41,0.087,0,BLVRA,Monocyte
0,1.4396723104832,0.559,0.237,0,SDCBP,Monocyte
0,2.4107560300573,0.394,0.072,0,ATF3,Monocyte
0,3.19931091614669,0.374,0.052,0,DUSP6,Monocyte
0,1.90078904761023,0.569,0.247,0,VAMP5,Monocyte
0,1.13997843724063,0.53,0.21,0,HSBP1,Monocyte
0,2.15427953245961,0.679,0.359,0,FOSB,Monocyte
0,2.32119512894569,0.398,0.078,0,LY96,Monocyte
0,2.08160830508138,0.469,0.149,0,CRTAP,Monocyte
0,1.39852042624971,0.432,0.114,0,MEF2C,Monocyte
0,4.53859784569284,0.332,0.014,0,PRAM1,Monocyte
0,1.54189282837269,0.622,0.304,0,JUND,Monocyte
0,-2.4619545659419,0.083,0.399,0,SEPT1,Monocyte
0,2.95791923691186,0.359,0.044,0,TGFBI,Monocyte
0,-2.69224746573459,0.201,0.516,0,LTB,Monocyte
0,1.85330722822447,0.522,0.208,0,TRAPPC5,Monocyte
0,1.17801856166898,0.758,0.444,0,HLA-DPB1,Monocyte
0,1.61071886353603,0.592,0.278,0,SERPINB1,Monocyte
0,1.98617850255305,0.424,0.111,0,CEBPB,Monocyte
0,1.3468832894344,0.53,0.218,0,GSTO1,Monocyte
0,4.40833738520427,0.328,0.017,0,CLEC4A,Monocyte
0,3.32688194470029,0.334,0.023,0,LINC01272,Monocyte
0,3.69821441109607,0.336,0.027,0,CD86,Monocyte
0,2.03646810013855,0.43,0.121,0,PLSCR1,Monocyte
0,1.1609029005697,0.443,0.135,0,LGALS2,Monocyte
0,1.2735958230916,0.772,0.464,0,ITGB2,Monocyte
0,3.45356221014402,0.339,0.033,0,NAIP,Monocyte
0,1.51438942589546,0.569,0.264,0,CNPY3,Monocyte
0,1.40480102124425,0.597,0.293,0,GRB2,Monocyte
0,2.07438020009308,0.411,0.108,0,UBXN11,Monocyte
0,-3.02951637878457,0.111,0.413,0,CD7,Monocyte
0,3.43788006533288,0.325,0.024,0,CSF1R,Monocyte
0,2.68624203649431,0.377,0.076,0,IER3,Monocyte
0,3.86548875588104,0.323,0.022,0,SLC31A2,Monocyte
0,1.6600931594024,0.447,0.151,0,FMNL1,Monocyte
0,3.90713685460222,0.317,0.021,0,IL1B,Monocyte
0,4.67122591059255,0.311,0.015,0,RETN,Monocyte
0,2.25833286521745,0.386,0.091,0,NAGK,Monocyte
0,4.39385093918934,0.309,0.014,0,CD33,Monocyte
0,2.93679542038854,0.34,0.047,0,PAK1,Monocyte
0,1.62125702658467,0.449,0.157,0,GLIPR2,Monocyte
0,4.54077342402124,0.303,0.011,0,HK3,Monocyte
0,2.01492572481907,0.404,0.113,0,RILPL2,Monocyte
0,1.40195569655416,0.576,0.285,0,PGLS,Monocyte
0,2.71806741716412,0.355,0.065,0,ETV6,Monocyte
0,1.47748311563078,0.491,0.203,0,GLIPR1,Monocyte
0,1.75812286588291,0.864,0.577,0,S100A4,Monocyte
0,2.6670683316888,0.345,0.058,0,SMCO4,Monocyte
0,2.74702208153656,0.339,0.053,0,MARCKS,Monocyte
0,1.59896692560769,0.451,0.165,0,ATP6V0D1,Monocyte
0,-1.99033562593807,0.412,0.698,0,LDHB,Monocyte
0,1.75878573982846,0.413,0.127,0,POU2F2,Monocyte
0,2.9975407712634,0.32,0.035,0,TBXAS1,Monocyte
0,1.87229594034611,0.4,0.116,0,LYST,Monocyte
0,3.93084365616624,0.31,0.026,0,CCL3L3,Monocyte
0,1.66770145910954,0.434,0.151,0,MGAT1,Monocyte
0,1.98182359590175,0.417,0.134,0,PPT1,Monocyte
0,1.72440281164498,0.42,0.137,0,ADRBK1,Monocyte
0,1.86710846735836,0.428,0.146,0,RAB24,Monocyte
0,1.2959108237411,0.577,0.296,0,ZYX,Monocyte
0,2.75810471930506,0.336,0.056,0,PLEKHO1,Monocyte
0,2.49741474761144,0.364,0.084,0,SGK1,Monocyte
0,1.34473472094976,0.695,0.416,0,MCL1,Monocyte
0,1.72382932276322,0.436,0.158,0,ATG3,Monocyte
0,1.48436557477886,0.369,0.091,0,ALDH2,Monocyte
0,3.8199602773925,0.302,0.026,0,LRRK2,Monocyte
0,4.42262618914181,0.293,0.017,0,TNFSF13,Monocyte
0,2.11968127488061,0.37,0.095,0,NR4A1,Monocyte
0,2.04731773784723,0.348,0.074,0,CREG1,Monocyte
0,5.01887856566878,0.284,0.01,0,LILRA2,Monocyte
0,2.46452711539658,0.34,0.067,0,MXD1,Monocyte
0,2.01855410219684,0.339,0.066,0,HMOX1,Monocyte
0,2.261487114947,0.346,0.073,0,CCL3,Monocyte
0,-1.36239839567586,0.36,0.632,0,C12orf57,Monocyte
0,-1.95464524713298,0.342,0.614,0,IFITM1,Monocyte
0,2.22008064868843,0.331,0.06,0,MARCH1,Monocyte
0,2.6206488991303,0.32,0.049,0,ALOX5,Monocyte
0,1.91027354422591,0.382,0.115,0,ATG16L2,Monocyte
0,2.53168265384688,0.308,0.042,0,CXCL8,Monocyte
0,1.69532271785639,0.438,0.174,0,LTA4H,Monocyte
0,5.42628764284301,0.268,0.007,0,CDA,Monocyte
0,1.95911134037778,0.382,0.121,0,GBP1,Monocyte
0,2.35281183186516,0.322,0.061,0,SYK,Monocyte
0,2.19900065597073,0.332,0.073,0,PECAM1,Monocyte
0,1.15493450896077,0.722,0.463,0,GNG5,Monocyte
0,2.04471554521226,0.359,0.101,0,UBE2D1,Monocyte
0,1.1795428612869,0.76,0.504,0,GSTP1,Monocyte
0,1.23378219252924,0.669,0.414,0,FKBP1A,Monocyte
0,1.93025160966315,0.357,0.102,0,BID,Monocyte
0,2.6411336863517,0.301,0.047,0,PLXNB2,Monocyte
0,3.36208151449261,0.271,0.018,0,STAB1,Monocyte
0,2.51973968709443,0.315,0.062,0,RAB11FIP1,Monocyte
0,1.50321013388378,0.357,0.104,0,EIF4EBP1,Monocyte
0,2.25953290936709,0.331,0.079,0,ARAP1,Monocyte
0,1.96991821514838,0.336,0.084,0,SCPEP1,Monocyte
0,1.93320723674865,0.362,0.11,0,IL17RA,Monocyte
0,1.94373005782276,0.338,0.087,0,NUMB,Monocyte
0,1.73392555048721,0.385,0.134,0,MIDN,Monocyte
0,2.0926956210297,0.311,0.062,0,RASSF4,Monocyte
0,1.80944971593622,0.342,0.094,0,SH3BP2,Monocyte
0,1.96003817210787,0.352,0.104,0,CTD-3252C9.4,Monocyte
0,2.97095869543066,0.277,0.03,0,TIMP2,Monocyte
0,2.58260504750229,0.28,0.036,0,RAB32,Monocyte
0,-1.60326456700675,0.419,0.662,0,SOD1,Monocyte
0,1.64878574304928,0.339,0.097,0,ATP6V1B2,Monocyte
0,1.91197900833492,0.339,0.098,0,IFNGR1,Monocyte
0,4.62206420282664,0.249,0.009,0,GPBAR1,Monocyte
0,2.41193142188692,0.3,0.061,0,NOTCH2,Monocyte
0,2.49627031916849,0.292,0.054,0,PRKCD,Monocyte
0,1.19544139201589,0.877,0.64,0,FOS,Monocyte
0,2.13702846984477,0.299,0.064,0,NCF4,Monocyte
0,5.03429025257204,0.242,0.008,0,FCGR1B,Monocyte
0,5.00747914421778,0.242,0.008,0,BST1,Monocyte
0,5.77447726530197,0.24,0.006,0,CLEC4E,Monocyte
0,3.71310618471392,0.25,0.017,0,LILRB4,Monocyte
0,2.75164905883909,0.272,0.041,0,C9orf72,Monocyte
0,2.51088139579998,0.287,0.057,0,SULT1A1,Monocyte
0,2.96561178906529,0.259,0.03,0,SCIMP,Monocyte
0,1.87463891378212,0.292,0.065,0,AOAH,Monocyte
0,1.48284515845483,0.656,0.431,0,RNASEK,Monocyte
0,1.74266939276131,0.287,0.062,0,HNMT,Monocyte
0,3.7936655781527,0.239,0.016,0,DOK3,Monocyte
0,2.27957247363791,0.266,0.045,0,RNASE6,Monocyte
0,1.56759808121,0.851,0.63,0,S100A10,Monocyte
0,2.00934433379679,0.296,0.075,0,QKI,Monocyte
0,3.37040027690287,0.24,0.02,0,GAS7,Monocyte
0,5.7887160633575,0.223,0.004,0,LINC00937,Monocyte
0,2.16118472143331,0.292,0.073,0,SLC25A37,Monocyte
0,3.31903091366615,0.239,0.021,0,RXRA,Monocyte
0,4.14496910643528,0.229,0.012,0,CSF2RA,Monocyte
0,2.83603862260112,0.254,0.037,0,SLC43A2,Monocyte
0,2.47028451091538,0.256,0.039,0,LILRB1,Monocyte
0,5.2296927597659,0.222,0.007,0,APOBEC3A,Monocyte
0,2.64789322817285,0.244,0.031,0,ITGAX,Monocyte
0,3.28557408798176,0.226,0.016,0,SLC8A1,Monocyte
0,2.65226239378688,0.246,0.036,0,LTBR,Monocyte
0,2.29003249919079,0.914,0.707,0,S100A6,Monocyte
0,4.29559374956818,0.217,0.01,0,NLRP3,Monocyte
0,4.121165819717,0.219,0.012,0,IRAK3,Monocyte
0,1.30864074983089,0.766,0.559,0,ARPC1B,Monocyte
0,3.32312768646418,0.228,0.022,0,FES,Monocyte
0,4.9285571510864,0.213,0.007,0,PTAFR,Monocyte
0,2.64529305129799,0.242,0.036,0,CCDC88A,Monocyte
0,3.98736259121394,0.218,0.012,0,ADGRE2,Monocyte
0,2.00784906772214,0.267,0.062,0,NRROS,Monocyte
0,2.66659334302349,0.239,0.034,0,OGFRL1,Monocyte
0,4.64969003801459,0.21,0.006,0,RBP7,Monocyte
0,2.4753439348454,0.241,0.037,0,PSTPIP2,Monocyte
0,4.12184742590195,0.214,0.011,0,LILRA1,Monocyte
0,1.38992163377411,0.889,0.686,0,VIM,Monocyte
0,2.41992360038293,0.248,0.047,0,JAK2,Monocyte
0,1.08254830460278,0.818,0.617,0,CYBA,Monocyte
0,2.98212691268758,0.227,0.028,0,SH2B3,Monocyte
0,4.75202024883987,0.205,0.007,0,OSCAR,Monocyte
0,5.07310151229476,0.203,0.006,0,NRG1,Monocyte
0,3.34888890703217,0.217,0.022,0,HRH2,Monocyte
0,3.46039303593023,0.214,0.019,0,SHTN1,Monocyte
0,3.32891956195347,0.215,0.021,0,SIRPA,Monocyte
0,5.70356359887087,0.199,0.005,0,NFAM1,Monocyte
0,2.88481898735343,0.226,0.032,0,KIAA0930,Monocyte
0,2.70422064835207,0.234,0.041,0,PTCH2,Monocyte
0,4.26223108475992,0.204,0.012,0,SIRPB1,Monocyte
0,4.30968545809075,0.201,0.01,0,CD1D,Monocyte
0,2.23417955136872,0.241,0.052,0,NADK,Monocyte
0,5.14521759519406,0.195,0.006,0,PID1,Monocyte
0,3.75140730625854,0.201,0.012,0,LMO2,Monocyte
0,4.29526617988882,0.2,0.011,0,CD300C,Monocyte
0,3.91648577708609,0.203,0.015,0,EMILIN2,Monocyte
0,2.33393429473358,0.234,0.047,0,GAA,Monocyte
0,3.23812002953306,0.2,0.014,0,CD163,Monocyte
0,2.59886731775624,0.228,0.042,0,C15orf39,Monocyte
0,3.48643177547997,0.201,0.015,0,ADAP2,Monocyte
0,3.2581462457191,0.204,0.019,0,MCTP1,Monocyte
0,2.37726488668753,0.227,0.042,0,EHBP1L1,Monocyte
0,2.59016981800935,0.217,0.033,0,KYNU,Monocyte
0,3.07610572821641,0.199,0.017,0,TFEC,Monocyte
0,4.55482602471101,0.19,0.008,0,TLR4,Monocyte
0,3.24320795953121,0.205,0.024,0,MEGF9,Monocyte
0,2.71930147518785,0.213,0.033,0,FAM49A,Monocyte
0,3.05583040673197,0.195,0.015,0,KCNE3,Monocyte
0,4.15753667510172,0.189,0.01,0,EREG,Monocyte
0,1.02241469449972,0.934,0.757,0,CD74,Monocyte
0,2.78762059892865,0.211,0.034,0,RELT,Monocyte
0,3.28467120259002,0.186,0.011,0,PYGL,Monocyte
0,2.7269134663972,0.205,0.031,0,IRF5,Monocyte
0,2.63304457799592,0.206,0.032,0,CXCL16,Monocyte
0,2.37705065401401,0.213,0.039,0,RASSF2,Monocyte
0,4.00365436925544,0.185,0.012,0,CREB5,Monocyte
0,4.09925368446942,0.179,0.008,0,TLR2,Monocyte
0,4.68370206317785,0.179,0.008,0,CD300LF,Monocyte
0,4.22977732260149,0.178,0.009,0,MTMR11,Monocyte
0,3.399620140228,0.178,0.011,0,CD93,Monocyte
0,2.00396170449123,0.817,0.65,0,GABARAP,Monocyte
0,2.57156382465714,0.199,0.033,0,NAGA,Monocyte
0,2.74983876626952,0.189,0.024,0,CAMK1,Monocyte
0,3.26718524650621,0.186,0.022,0,TRIB1,Monocyte
0,2.71667348611537,0.173,0.01,0,NFE2,Monocyte
0,2.89425821011626,0.183,0.022,0,CHN2,Monocyte
0,4.75973307823336,0.168,0.007,0,RASGRP4,Monocyte
0,3.81544047797718,0.168,0.009,0,MARCO,Monocyte
0,3.68952607776699,0.164,0.01,0,FAM198B,Monocyte
0,3.6882834273657,0.158,0.008,0,TREM1,Monocyte
0,3.91717230823869,0.161,0.013,0,ARHGEF40,Monocyte
0,3.42473722110744,0.162,0.015,0,ZFHX3,Monocyte
0,3.48049513445076,0.157,0.011,0,CCR1,Monocyte
0,3.1135005866195,0.163,0.018,0,RAB20,Monocyte
0,2.76044487163544,0.159,0.017,0,RP6-159A1.4,Monocyte
0,2.99364057226131,0.158,0.017,0,ADRBK2,Monocyte
0,3.31350345005194,0.151,0.012,0,SAMD4A,Monocyte
0,3.55525274735586,0.15,0.012,0,LPCAT2,Monocyte
0,3.52350700229075,0.147,0.01,0,IL1RN,Monocyte
0,4.21966519979559,0.145,0.008,0,P2RY13,Monocyte
0,3.96623342185512,0.146,0.009,0,CARD9,Monocyte
0,3.80485572733039,0.147,0.01,0,SLC15A3,Monocyte
0,4.01142930426666,0.147,0.01,0,STAC3,Monocyte
0,5.31705379054064,0.139,0.004,0,MEFV,Monocyte
0,3.23248982754234,0.148,0.015,0,SEMA4A,Monocyte
0,6.00767697452394,0.136,0.003,0,HCAR3,Monocyte
0,3.89209821924537,0.143,0.01,0,ZNF467,Monocyte
0,3.74751045955988,0.143,0.011,0,CSF2RB,Monocyte
0,5.01005968084974,0.132,0.003,0,ASGR2,Monocyte
0,4.19378091610521,0.135,0.007,0,TMEM170B,Monocyte
0,4.43458921965916,0.13,0.004,0,RNASE2,Monocyte
0,1.10781776488655,0.933,0.808,0,SH3BGRL3,Monocyte
0,4.31475136849157,0.13,0.008,0,SIGLEC9,Monocyte
0,3.91584069931447,0.13,0.009,0,HBEGF,Monocyte
0,0.769563340044881,0.826,0.705,0,ALDOA,Monocyte
0,4.75573260261515,0.121,0.006,0,LINC00877,Monocyte
0,4.14604582927882,0.12,0.006,0,DYSF,Monocyte
0,1.06280721659549,0.788,0.674,0,ARPC3,Monocyte
0,-1.34780722589588,0.824,0.935,0,RPL3,Monocyte
0,4.92187252525271,0.114,0.004,0,ADAMTSL4,Monocyte
0,5.45889120537875,0.112,0.002,0,LILRA6,Monocyte
0,4.97567826203386,0.111,0.003,0,SIGLEC1,Monocyte
0,1.18359249787621,0.907,0.799,0,OAZ1,Monocyte
0,-1.04381722016824,0.797,0.896,0,RPL10A,Monocyte
0,-1.20145649269996,0.809,0.905,0,RPS5,Monocyte
0,-1.16771967154253,0.723,0.807,0,EEF1B2,Monocyte
0,-1.32739161608697,0.766,0.847,0,RPSA,Monocyte
0,1.02592321936142,0.901,0.824,0,H3F3A,Monocyte
0,-1.0428927497732,0.869,0.945,0,RPS29,Monocyte
0,-0.674987994660455,0.879,0.953,0,RPL13A,Monocyte
0,-1.06059437668837,0.868,0.941,0,RPL23A,Monocyte
0,-0.954462362404068,0.882,0.948,0,RPS6,Monocyte
0,-0.982107511766672,0.823,0.885,0,RPL5,Monocyte
0,-1.00978815270795,0.888,0.95,0,RPS25,Monocyte
0,-0.68260694062359,0.896,0.95,0,RPL21,Monocyte
0,-0.632674040880202,0.893,0.942,0,RPS16,Monocyte
0,-0.841862786104493,0.894,0.94,0,RPS4X,Monocyte
0,-0.861219580505885,0.922,0.963,0,RPS18,Monocyte
0,-1.28964246785339,0.945,0.982,0,RPS27,Monocyte
0,-0.75135611818906,0.907,0.942,0,RPL14,Monocyte
0,0.743829453106047,0.973,0.94,0,TMSB10,Monocyte
0,-0.840770976571532,0.937,0.97,0,RPS27A,Monocyte
0,-0.805394250316372,0.912,0.945,0,RPS21,Monocyte
0,0.705661785685323,0.925,0.894,0,GAPDH,Monocyte
0,-0.713258694995315,0.929,0.958,0,RPS23,Monocyte
0,-0.775693964572789,0.94,0.968,0,RPS15A,Monocyte
0,0.855429403313141,0.973,0.946,0,ACTB,Monocyte
0,-0.860502986383287,0.948,0.974,0,RPS12,Monocyte
0,-0.714499901743762,0.954,0.977,0,RPL10,Monocyte
0,-0.67495998556663,0.933,0.956,0,RPS19,Monocyte
0,-0.725796714319233,0.956,0.977,0,RPL13,Monocyte
0,-0.923032356523262,0.966,0.981,0,EEF1A1,Monocyte
0,1.36721532064088,0.99,0.976,0,FTH1,Monocyte
0,0.578537580376914,0.951,0.937,0,SERF2,Monocyte
0,-1.00952732967528,0.911,0.922,0,RPS3,Monocyte
0,0.924662297910436,0.967,0.963,0,FTL,Monocyte
1.1125369292536e-308,-3.27193442325981,0.056,0.345,1.11253692933122e-308,CD247,Monocyte
1.11253692925361e-308,-2.20031186941148,0.241,0.521,1.11253692939776e-308,PEBP1,Monocyte
1.11253692925365e-308,1.35795169318443,0.261,0.061,1.11253693038466e-308,MPP1,Monocyte
1.11253692925366e-308,2.64395874147767,0.175,0.025,1.1125369305399e-308,APOBR,Monocyte
1.1125369292539e-308,2.56420825719218,0.18,0.027,1.11253693590689e-308,LACTB,Monocyte
1.1125369292541e-308,-2.82050670406589,0.066,0.36,1.11253694046439e-308,TRBC2,Monocyte
