p_val,avg_log2FC,pct.1,pct.2,p_val_adj,gene,cell_type,comparison
0.489068625436402,-1.25126726123302,0,0.125,1,UBE2Q2,Dendritic_cell,unin_hto_vs_unin3
0.489068625436402,-0.788180261021895,0,0.125,1,FBXO22,Dendritic_cell,unin_hto_vs_unin3
0.489068625436402,-1.12635185487154,0,0.125,1,DNAJA4,Dendritic_cell,unin_hto_vs_unin3
0.489068625436402,-1.2367283761743,0,0.125,1,ZFAND6,Dendritic_cell,unin_hto_vs_unin3
0.489068625436402,-1.28103496091013,0,0.125,1,IL16,Dendritic_cell,unin_hto_vs_unin3
0.489068625436402,-1.46054280099855,0,0.125,1,WHAMM,Dendritic_cell,unin_hto_vs_unin3
0.489068625436402,-0.813781320302029,0,0.125,1,SPSB3,Dendritic_cell,unin_hto_vs_unin3
0.489068625436402,-1.12486227031473,0,0.125,1,NUBP2,Dendritic_cell,unin_hto_vs_unin3
0.489068625436402,-1.04620424972853,0,0.125,1,HAGH,Dendritic_cell,unin_hto_vs_unin3
0.489068625436402,-1.73735948247058,0,0.125,1,NUBP1,Dendritic_cell,unin_hto_vs_unin3
0.489068625436402,-1.07136834126833,0,0.125,1,GSPT1,Dendritic_cell,unin_hto_vs_unin3
0.489068625436402,-0.991234246724759,0,0.125,1,ACSM3,Dendritic_cell,unin_hto_vs_unin3
0.489068625436402,-1.81515342110444,0,0.125,1,NSMCE1,Dendritic_cell,unin_hto_vs_unin3
0.489068625436402,-1.44075747571324,0,0.125,1,KIF22,Dendritic_cell,unin_hto_vs_unin3
0.489068625436402,-1.74877885291722,0,0.125,1,ITGAL,Dendritic_cell,unin_hto_vs_unin3
0.489068625436402,-0.871691063162991,0,0.125,1,BCKDK,Dendritic_cell,unin_hto_vs_unin3
0.489068625436402,-0.92003924604524,0,0.125,1,DNAJA2,Dendritic_cell,unin_hto_vs_unin3
0.489068625436402,-1.03361517168794,0,0.125,1,RBL2,Dendritic_cell,unin_hto_vs_unin3
0.489068625436402,-0.778722348109761,0,0.125,1,NUTF2,Dendritic_cell,unin_hto_vs_unin3
0.489068625436402,-0.734047440568082,0,0.125,1,NOB1,Dendritic_cell,unin_hto_vs_unin3
0.489068625436402,-0.897872921734075,0,0.125,1,ST3GAL2,Dendritic_cell,unin_hto_vs_unin3
0.489068625436402,-0.913176990323974,0,0.125,1,AP1G1,Dendritic_cell,unin_hto_vs_unin3
0.489068625436402,-2.0956608275809,0,0.125,1,SLC7A5,Dendritic_cell,unin_hto_vs_unin3
0.489068625436402,-1.32301804173472,0,0.125,1,ITGAE,Dendritic_cell,unin_hto_vs_unin3
0.489068625436402,-1.45014032614829,0,0.125,1,PLD2,Dendritic_cell,unin_hto_vs_unin3
0.489068625436402,-0.766110779400222,0,0.125,1,MED31,Dendritic_cell,unin_hto_vs_unin3
0.489068625436402,-1.42427525694295,0,0.125,1,RNASEK,Dendritic_cell,unin_hto_vs_unin3
0.489068625436402,-1.12573415154397,0,0.125,1,ASGR1,Dendritic_cell,unin_hto_vs_unin3
0.489068625436402,-1.0731893607904,0,0.125,1,TMEM256,Dendritic_cell,unin_hto_vs_unin3
0.489068625436402,-0.994521383191603,0,0.125,1,ALKBH5,Dendritic_cell,unin_hto_vs_unin3
0.489068625436402,-1.20897236741378,0,0.125,1,ALDH3A2,Dendritic_cell,unin_hto_vs_unin3
0.489068625436402,-1.42746382639207,0,0.125,1,NSRP1,Dendritic_cell,unin_hto_vs_unin3
0.489068625436402,-1.38765741909865,0,0.125,1,GOSR1,Dendritic_cell,unin_hto_vs_unin3
0.489068625436402,-1.79914660138379,0,0.125,1,TEFM,Dendritic_cell,unin_hto_vs_unin3
0.489068625436402,-0.496698332163727,0,0.125,1,SLFN12,Dendritic_cell,unin_hto_vs_unin3
0.489068625436402,-1.33864516777483,0,0.125,1,ORMDL3,Dendritic_cell,unin_hto_vs_unin3
0.489068625436402,-1.66903967102542,0,0.125,1,ACLY,Dendritic_cell,unin_hto_vs_unin3
0.489068625436402,-1.29787032637105,0,0.125,1,TUBG1,Dendritic_cell,unin_hto_vs_unin3
0.489068625436402,-1.05565986017724,0,0.125,1,VPS25,Dendritic_cell,unin_hto_vs_unin3
0.489068625436402,-1.28091226463806,0,0.125,1,BECN1,Dendritic_cell,unin_hto_vs_unin3
0.489068625436402,-0.932418022308733,0,0.125,1,UBTF,Dendritic_cell,unin_hto_vs_unin3
0.489068625436402,-1.49594933949206,0,0.125,1,ARL17A,Dendritic_cell,unin_hto_vs_unin3
0.489068625436402,-1.15396886274947,0,0.125,1,GOSR2,Dendritic_cell,unin_hto_vs_unin3
0.489068625436402,-0.985865016238681,0,0.125,1,PHB,Dendritic_cell,unin_hto_vs_unin3
0.489068625436402,-1.14755355807317,0,0.125,1,UTP18,Dendritic_cell,unin_hto_vs_unin3
0.489068625436402,-1.01927487532234,0,0.125,1,MMD,Dendritic_cell,unin_hto_vs_unin3
0.489068625436402,-1.24609870586343,0,0.125,1,MSI2,Dendritic_cell,unin_hto_vs_unin3
0.489068625436402,-0.595555966487312,0,0.125,1,TANC2,Dendritic_cell,unin_hto_vs_unin3
0.489068625436402,-1.35268208507399,0,0.125,1,DDX42,Dendritic_cell,unin_hto_vs_unin3
0.489068625436402,-1.0546673082639,0,0.125,1,PSMD12,Dendritic_cell,unin_hto_vs_unin3
0.489068625436402,-0.642498742845836,0,0.125,1,PITPNC1,Dendritic_cell,unin_hto_vs_unin3
0.489068625436402,-1.23609227284805,0,0.125,1,NUP85,Dendritic_cell,unin_hto_vs_unin3
0.489068625436402,-1.02755316093424,0,0.125,1,UNC13D,Dendritic_cell,unin_hto_vs_unin3
0.489068625436402,-1.20307779622011,0,0.125,1,SEPTIN9,Dendritic_cell,unin_hto_vs_unin3
0.489068625436402,-1.13244085767207,0,0.125,1,SOCS3,Dendritic_cell,unin_hto_vs_unin3
0.489068625436402,-1.15577530583938,0,0.125,1,PGS1,Dendritic_cell,unin_hto_vs_unin3
0.489068625436402,-1.19889679840464,0,0.125,1,BAIAP2,Dendritic_cell,unin_hto_vs_unin3
